name	id	type	tf	target	essential	developmental	human.ortholog	tumor.suppressor	proapoptotic	blood_cancer	breast_cancer	colorectal_cancer	gastric_cancer	liver_cancer	lung_cancer	nervous_system_cancer	pancreatic_cancer	prostate_cancer	sarcoma	skin_cancer
Iqsec2	ENSMUSG00000041115.16	protein_coding	F	F	F	F	IQSEC2	F	F	F	F	T	F	F	F	F	F	F	F	F
Kdm5c	ENSMUSG00000025332.14	protein_coding	F	T	T	F	KDM5C	F	F	F	F	T	F	T	F	F	T	F	F	F
Tspyl2	ENSMUSG00000041096.13	protein_coding	F	F	F	F	TSPYL2	F	F	F	F	T	F	F	F	F	F	F	F	F
Gpr173	ENSMUSG00000056679.13	protein_coding	F	F	F	F	GPR173	F	F	T	F	T	F	F	F	F	F	F	F	F
Shroom2	ENSMUSG00000045180.13	protein_coding	F	F	F	T	SHROOM2	F	F	F	F	T	F	T	F	F	T	F	F	F
Gpr143	ENSMUSG00000025333.10	protein_coding	F	T	F	F	GPR143	F	F	F	F	T	F	F	F	F	F	F	F	F
Usp51	ENSMUSG00000067215.5	protein_coding	F	F	F	F	USP51	F	F	F	F	F	F	F	F	F	F	F	F	F
Mageh1	ENSMUSG00000047238.4	protein_coding	F	F	F	F	MAGEH1	F	F	F	F	F	F	F	F	F	F	F	F	F
Foxr2	ENSMUSG00000071665.10	protein_coding	F	F	F	F	FOXR2	F	F	T	F	F	F	F	F	T	F	F	F	T
Rragb	ENSMUSG00000041658.12	protein_coding	F	F	F	F	RRAGB	F	F	T	F	F	F	F	F	F	F	F	F	F
Klf8	ENSMUSG00000041649.13	protein_coding	T	T	T	F	KLF8	F	F	F	F	F	F	F	F	F	F	F	F	F
Ubqln2	ENSMUSG00000050148.9	protein_coding	F	F	F	F	UBQLN2	F	F	F	F	F	F	F	F	F	F	F	F	F
Kctd12b	ENSMUSG00000041633.14	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
2210013O21Rik	ENSMUSG00000086316.8	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Spin2c	ENSMUSG00000046550.8	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Sat1	ENSMUSG00000025283.15	protein_coding	F	T	F	F	SAT1	F	F	F	F	T	F	F	F	F	F	F	F	F
Acot9	ENSMUSG00000025287.15	protein_coding	F	F	F	F	ACOT9	F	F	F	F	T	F	F	F	F	F	F	F	F
Prdx4	ENSMUSG00000025289.15	protein_coding	F	F	F	F	PRDX4	F	F	F	F	T	F	F	F	F	F	F	F	F
Ptchd1	ENSMUSG00000041552.7	protein_coding	F	F	F	F	PTCHD1	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm15155	ENSMUSG00000055109.5	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Phex	ENSMUSG00000057457.11	protein_coding	F	T	F	T	PHEX	F	F	F	F	F	F	F	F	F	F	F	F	F
Sms	ENSMUSG00000071708.11	protein_coding	F	F	T	F	SMS	F	F	T	F	F	F	F	F	F	F	F	F	F
Mbtps2	ENSMUSG00000046873.18	protein_coding	F	F	F	F	MBTPS2	F	F	F	F	F	T	F	F	F	F	F	F	F
Yy2	ENSMUSG00000091736.3	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Smpx	ENSMUSG00000041476.12	protein_coding	F	F	F	F	SMPX	F	F	F	F	F	F	F	F	F	F	F	F	F
Cnksr2	ENSMUSG00000025658.16	protein_coding	F	F	F	F	CNKSR2	F	F	F	F	F	F	F	F	F	F	F	F	F
Rps6ka3	ENSMUSG00000031309.15	protein_coding	F	F	T	F	RPS6KA3	F	F	F	F	F	F	F	F	F	T	F	F	F
Eif1ax	ENSMUSG00000067194.6	protein_coding	F	F	F	F	EIF1AX	F	F	F	F	F	F	F	F	F	F	F	F	F
Map7d2	ENSMUSG00000041020.14	protein_coding	F	F	F	F	MAP7D2	F	F	F	F	F	F	F	F	F	F	F	F	F
A830080D01Rik	ENSMUSG00000044150.12	protein_coding	F	F	F	F		F	F	F	F	T	F	F	F	F	F	F	F	F
Sh3kbp1	ENSMUSG00000040990.17	protein_coding	F	F	F	F	SH3KBP1	F	F	T	F	F	T	T	F	F	F	F	F	F
Map3k15	ENSMUSG00000031303.8	protein_coding	F	F	F	F	MAP3K15	F	F	T	F	F	F	F	F	F	F	F	F	F
Pdha1	ENSMUSG00000031299.10	protein_coding	F	F	T	F	PDHA1	F	F	T	F	F	F	F	F	F	F	F	F	F
Adgrg2	ENSMUSG00000031298.15	protein_coding	F	F	F	F	ADGRG2	F	F	F	F	F	F	F	F	F	F	F	F	F
Phka2	ENSMUSG00000031295.13	protein_coding	F	F	F	F	PHKA2	F	F	F	F	T	F	T	F	F	F	F	F	F
Ppef1	ENSMUSG00000062168.12	protein_coding	F	F	F	F	PPEF1	F	F	F	F	F	F	F	F	F	F	F	F	F
Rs1	ENSMUSG00000031293.13	protein_coding	F	T	F	F	RS1	F	F	F	F	F	F	F	F	F	F	F	F	F
Cdkl5	ENSMUSG00000031292.14	protein_coding	F	F	F	F	CDKL5	F	F	F	F	T	F	F	F	F	F	F	F	F
Gja6	ENSMUSG00000055691.5	protein_coding	F	F	F	F		F	F	F	F	T	F	F	F	F	F	F	F	F
Scml2	ENSMUSG00000000037.16	protein_coding	F	F	T	F	SCML2	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm15262	ENSMUSG00000108981.1	protein_coding	F	F	F	F	HMGA2	F	F	F	F	F	F	F	F	F	F	F	F	F
Rai2	ENSMUSG00000043518.7	protein_coding	F	F	F	F	RAI2	F	F	F	F	F	F	F	F	F	F	F	F	F
Nhs	ENSMUSG00000059493.13	protein_coding	F	F	F	T	NHS	F	F	F	F	F	F	T	F	F	F	F	F	T
Reps2	ENSMUSG00000040855.15	protein_coding	F	F	F	F	REPS2	F	F	F	F	T	F	T	F	F	F	F	F	F
Rbbp7	ENSMUSG00000031353.13	protein_coding	F	F	F	F	RBBP7	T	F	F	F	F	F	F	F	F	F	F	F	F
Txlng	ENSMUSG00000038344.14	protein_coding	F	T	F	F	TXLNG	F	F	F	F	T	T	T	F	F	F	F	F	F
Syap1	ENSMUSG00000031357.3	protein_coding	F	F	F	F	SYAP1	F	F	F	F	T	F	F	F	F	F	F	F	F
Ctps2	ENSMUSG00000031360.14	protein_coding	F	F	F	F	CTPS2	F	F	F	F	T	F	F	F	F	F	F	F	F
S100g	ENSMUSG00000040808.4	protein_coding	F	T	F	F	S100G	F	F	F	F	F	F	F	F	F	F	F	F	F
Grpr	ENSMUSG00000031364.2	protein_coding	F	F	F	F	GRPR	F	F	F	F	F	F	F	F	F	F	F	F	F
Ap1s2	ENSMUSG00000031367.15	protein_coding	F	F	F	F	AP1S2	F	F	F	F	F	F	F	F	F	F	F	F	F
Zrsr2	ENSMUSG00000031370.12	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Car5b	ENSMUSG00000031373.4	protein_coding	F	F	F	F	CA5B	F	F	F	F	F	F	F	F	F	F	F	F	F
Siah1b	ENSMUSG00000040749.11	protein_coding	F	T	F	T	SIAH1	F	F	F	F	F	F	F	F	F	F	F	F	F
Tmem27	ENSMUSG00000015401.12	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Ace2	ENSMUSG00000015405.15	protein_coding	F	F	F	F	ACE2	F	F	F	F	F	F	F	F	F	F	F	F	F
Bmx	ENSMUSG00000031377.11	protein_coding	F	F	F	F	BMX	F	F	F	F	F	F	F	F	F	F	F	F	F
Pir	ENSMUSG00000031379.13	protein_coding	F	F	F	F	PIR	F	F	F	F	F	F	F	F	F	F	F	F	F
Vegfd	ENSMUSG00000031380.10	protein_coding	F	T	F	F	VEGFD	F	F	F	F	F	F	F	F	F	F	F	F	F
Piga	ENSMUSG00000031381.16	protein_coding	F	F	T	F	PIGA	F	F	F	F	F	F	T	F	F	F	F	F	F
Asb11	ENSMUSG00000031382.14	protein_coding	F	F	F	F	ASB11	F	F	F	F	F	F	F	F	F	F	F	F	F
Asb9	ENSMUSG00000031384.2	protein_coding	F	F	F	F	ASB9	F	F	F	F	F	F	F	F	F	F	F	F	F
Mospd2	ENSMUSG00000061778.10	protein_coding	F	F	F	F	MOSPD2	F	F	F	F	F	F	F	F	F	F	F	F	F
Fancb	ENSMUSG00000047757.16	protein_coding	F	F	T	F	FANCB	F	F	F	F	F	F	F	F	F	F	F	F	F
Glra2	ENSMUSG00000018589.8	protein_coding	F	F	F	T	GLRA2	F	F	F	F	F	F	T	F	F	F	F	F	F
Gemin8	ENSMUSG00000040621.14	protein_coding	F	F	F	F	GEMIN8	F	F	F	F	F	F	F	F	F	F	F	F	F
Gpm6b	ENSMUSG00000031342.17	protein_coding	F	F	F	F	GPM6B	F	F	F	F	F	F	F	F	F	F	F	F	F
Ofd1	ENSMUSG00000040586.8	protein_coding	F	T	F	T	OFD1	F	F	F	F	F	F	F	F	F	F	F	F	T
Trappc2	ENSMUSG00000079317.10	protein_coding	F	F	F	F	TRAPPC2B	F	F	F	F	F	F	F	F	F	F	F	F	F
Rab9	ENSMUSG00000079316.10	protein_coding	F	F	F	F	RAB9A	F	F	F	F	F	F	T	T	F	F	F	F	F
Tceanc	ENSMUSG00000051224.13	protein_coding	F	F	F	F	TCEANC	F	F	F	F	F	F	F	F	F	F	F	F	F
Egfl6	ENSMUSG00000000402.2	protein_coding	F	F	F	T	EGFL6	F	F	F	F	F	F	F	F	F	F	F	F	F
Tmsb4x	ENSMUSG00000049775.16	protein_coding	F	F	T	T	TMSB4X	F	F	F	F	T	F	F	F	F	F	F	F	F
Tlr8	ENSMUSG00000040522.5	protein_coding	F	F	F	F	TLR8	F	F	F	F	F	F	F	F	F	F	F	F	F
Tlr7	ENSMUSG00000044583.13	protein_coding	F	F	F	F	TLR7	F	F	F	F	F	F	F	F	F	F	F	F	F
Prps2	ENSMUSG00000025742.5	protein_coding	F	F	F	T	PRPS2	F	F	F	F	F	F	F	F	F	F	F	F	F
Frmpd4	ENSMUSG00000049176.14	protein_coding	F	F	F	F	FRMPD4	F	F	F	F	F	F	T	F	T	F	F	F	F
Msl3	ENSMUSG00000031358.17	protein_coding	F	F	F	F	MSL3	F	F	F	F	F	F	F	F	F	F	F	F	F
Arhgap6	ENSMUSG00000031355.16	protein_coding	F	F	F	F	ARHGAP6	F	F	T	F	F	T	T	F	F	T	F	F	F
Amelx	ENSMUSG00000031354.16	protein_coding	F	T	F	T	AMELX	F	F	F	F	F	T	F	F	F	F	F	F	F
Hccs	ENSMUSG00000031352.10	protein_coding	F	F	F	F	HCCS	F	F	F	F	F	F	F	F	F	F	F	F	F
Mid1	ENSMUSG00000035299.16	protein_coding	F	F	F	F	MID1	F	F	F	T	T	T	F	F	F	T	F	F	F
4933400A11Rik	ENSMUSG00000055357.8	protein_coding	F	F	F	F	CAPZA1	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm21887	ENSMUSG00000095562.7	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Asmt	ENSMUSG00000093806.1	protein_coding	F	F	F	F	ASMT	F	F	F	F	F	F	F	F	F	F	F	F	F
Zfy1	ENSMUSG00000053211.10	protein_coding	F	F	F	F	ZNF586	F	F	F	F	F	F	F	F	F	F	F	F	T
Kdm5d	ENSMUSG00000056673.14	protein_coding	F	F	F	F	KDM5D	F	F	F	F	F	F	F	F	F	F	F	F	F
Eif2s3y	ENSMUSG00000069049.11	protein_coding	F	F	F	F		F	F	T	F	T	F	T	F	F	F	F	F	T
Uty	ENSMUSG00000068457.14	protein_coding	F	F	F	F	UTY	F	F	F	F	F	F	F	F	F	F	F	F	F
Ddx3y	ENSMUSG00000069045.11	protein_coding	F	F	F	F	DDX3Y	F	F	T	F	T	F	T	F	F	F	F	F	F
Usp9y	ENSMUSG00000069044.6	protein_coding	F	F	F	F	USP9Y	F	F	F	F	T	F	T	F	F	F	F	F	F
Zfy2	ENSMUSG00000000103.12	protein_coding	F	F	F	F	ZNF586	F	F	F	F	F	F	F	F	F	F	F	F	T
Gm28919	ENSMUSG00000101243.1	protein_coding	F	F	F	F	SYCP3	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm20835	ENSMUSG00000101933.1	protein_coding	F	F	F	F	SYCP3	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm21865	ENSMUSG00000093895.7	protein_coding	F	F	F	F	SYCP3	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm20911	ENSMUSG00000099894.1	protein_coding	F	F	F	F	SYCP3	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm28102	ENSMUSG00000101915.1	protein_coding	F	F	F	F	SYCP3	F	F	F	F	F	F	F	F	F	F	F	F	F
Erdr1	ENSMUSG00000096768.7	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
mt-Nd1	ENSMUSG00000064341.1	protein_coding	F	F	F	F	MT-ND1	F	F	F	F	F	F	F	F	F	F	F	F	F
mt-Nd2	ENSMUSG00000064345.1	protein_coding	F	F	F	F	MT-ND2	F	F	F	F	F	F	F	F	F	F	F	F	F
mt-Co1	ENSMUSG00000064351.1	protein_coding	F	F	F	T	MT-CO1	F	F	F	F	F	F	F	F	F	F	F	F	F
mt-Atp6	ENSMUSG00000064357.1	protein_coding	F	F	F	F	MT-ATP6	F	F	F	F	F	F	F	F	F	F	F	F	F
mt-Nd4	ENSMUSG00000064363.1	protein_coding	F	F	F	T	MT-ND4	F	F	F	F	F	F	F	F	F	F	F	F	F
mt-Nd5	ENSMUSG00000064367.1	protein_coding	F	F	F	F	MT-ND5	F	F	F	F	F	F	F	F	F	F	F	F	F
mt-Nd6	ENSMUSG00000064368.1	protein_coding	F	F	F	F	MT-ND6	F	F	F	F	F	F	F	F	F	F	F	F	F
mt-Cytb	ENSMUSG00000064370.1	protein_coding	F	F	F	T	MT-CYB	F	F	F	F	F	F	F	F	F	F	F	F	F
Defb18	ENSMUSG00000073735	protein_coding	F	F	F	F	DEFB113	F	F	F	F	F	F	F	F	F	F	F	F	F
Il17a	ENSMUSG00000025929	protein_coding	T	T	F	F	IL17A	T	F	F	F	F	F	F	F	F	F	F	F	F
Khdc1a	ENSMUSG00000067750	protein_coding	F	F	F	F	KHDC1L	F	F	F	F	F	F	F	F	F	F	F	F	F
Khdc1c	ENSMUSG00000041722	protein_coding	F	F	F	F	KHDC1L	F	F	F	F	F	F	F	F	F	F	F	F	F
Khdc1b	ENSMUSG00000085079	protein_coding	F	F	F	F	KHDC1L	F	F	F	F	F	F	F	F	F	F	F	F	F
4933415F23Rik	ENSMUSG00000073730	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
4931408C20Rik	ENSMUSG00000073722	protein_coding	F	F	F	F	SPATA31E1	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm597	ENSMUSG00000048411	protein_coding	F	F	F	F	SPATA31E1	F	F	F	F	F	F	F	F	F	F	F	F	F
Pih1d3	ENSMUSG00000026063	protein_coding	F	F	F	F	PIH1D3	F	F	F	F	F	F	F	F	F	F	F	F	F
Lyg1	ENSMUSG00000026085	protein_coding	F	F	F	F	LYG1	F	F	T	F	F	F	F	F	F	F	F	F	F
Gm3646	ENSMUSG00000091937	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Gm5269	ENSMUSG00000098549	protein_coding	F	F	F	F	HNRNPA1P48	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm34066	ENSMUSG00000109809	protein_coding	F	F	F	F	C2orf66	F	F	F	F	F	F	F	F	F	F	F	F	F
Hsfy2	ENSMUSG00000045336	protein_coding	F	F	F	F	HSFY1	F	F	F	F	F	F	F	F	F	F	F	F	F
Crygc	ENSMUSG00000025952	protein_coding	F	T	F	T	CRYGC	F	F	F	F	F	F	F	F	F	F	F	F	F
Crygb	ENSMUSG00000073658	protein_coding	F	F	F	T	CRYGB	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm28845	ENSMUSG00000100846	protein_coding	F	F	F	F	C2orf80	F	F	F	F	F	F	F	F	F	F	F	F	F
Crygf	ENSMUSG00000025945	protein_coding	F	T	F	T		F	F	F	F	F	F	F	F	F	F	F	F	F
Tnp1	ENSMUSG00000026182	protein_coding	F	T	T	T	TNP1	F	F	F	F	F	F	F	F	F	F	F	F	F
Cxcr1	ENSMUSG00000048480	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC125444.3	ENSMUSG00000113880	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC125444.5	ENSMUSG00000113973	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC125444.2	ENSMUSG00000113846	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC125444.1	ENSMUSG00000113084	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC125444.4	ENSMUSG00000113925	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC125444.6	ENSMUSG00000114011	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC161180.1	ENSMUSG00000113097	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Krtap28-10	ENSMUSG00000100190	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC161180.2	ENSMUSG00000113267	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
A030005K14Rik	ENSMUSG00000104423	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Krtap28-13	ENSMUSG00000101315	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Ccl20	ENSMUSG00000026166	protein_coding	F	T	F	F	CCL20	F	F	F	F	F	F	F	F	F	F	F	F	F
A530032D15Rik	ENSMUSG00000089844	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
G530012D18Rik	ENSMUSG00000094127	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Tex44	ENSMUSG00000036574	protein_coding	F	F	F	F	TEX44	F	F	F	F	F	F	F	F	F	F	F	F	F
Alpi	ENSMUSG00000079440	protein_coding	F	F	F	F	ALPI	F	F	F	F	F	F	F	F	F	F	F	F	F
Akp3	ENSMUSG00000036500	protein_coding	F	F	F	T	ALPI	F	F	F	F	F	F	F	F	F	F	F	F	F
Ugt1a9	ENSMUSG00000090175	protein_coding	F	F	F	F	UGT1A9	F	F	F	F	F	F	T	F	F	F	F	F	F
Ugt1a8	ENSMUSG00000089675	protein_coding	F	F	F	F	UGT1A9	F	F	F	F	F	F	F	F	F	F	F	F	F
Ugt1a6b	ENSMUSG00000090145	protein_coding	F	F	F	F	UGT1A6	F	F	F	F	F	F	T	F	F	F	F	F	F
Ugt1a5	ENSMUSG00000089943	protein_coding	F	F	F	F	UGT1A5	F	F	F	F	F	F	T	F	F	F	F	F	F
Ugt1a2	ENSMUSG00000090171	protein_coding	F	F	F	F	UGT1A5	F	F	F	F	F	F	T	F	F	F	F	F	F
Ugt1a1	ENSMUSG00000089960	protein_coding	F	F	F	T	UGT1A1	F	F	F	F	F	F	T	F	F	F	F	F	F
Prlh	ENSMUSG00000090550	protein_coding	F	F	F	F	PRLH	F	F	F	F	F	F	F	F	F	F	F	F	F
Erfe	ENSMUSG00000047443	protein_coding	F	F	F	F	ERFE	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1416	ENSMUSG00000067064	protein_coding	F	F	F	F	OR6B3	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1415	ENSMUSG00000057464	protein_coding	F	F	F	F	OR6B3	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1414	ENSMUSG00000042849	protein_coding	F	F	F	F	OR6B3	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1413	ENSMUSG00000058904	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1412	ENSMUSG00000046300	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1411	ENSMUSG00000062497	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1410	ENSMUSG00000063583	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr12	ENSMUSG00000061616	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Aqp12	ENSMUSG00000045091	protein_coding	F	F	F	F	AQP12B	F	F	F	F	F	F	F	F	F	F	F	F	F
Gal3st2	ENSMUSG00000094651	protein_coding	F	F	F	F	GAL3ST2	F	F	F	F	F	F	F	F	F	F	F	F	F
Neu4	ENSMUSG00000034000	protein_coding	F	F	F	F	NEU4	F	F	F	F	F	F	F	F	F	F	F	F	F
Pdcd1	ENSMUSG00000026285	protein_coding	F	T	T	F	PDCD1	F	F	F	F	F	F	F	F	F	F	F	F	F
Serpinb3a	ENSMUSG00000044594	protein_coding	F	F	F	F	SERPINB3	F	F	F	F	F	F	F	F	F	F	F	F	F
Serpinb3d	ENSMUSG00000058017	protein_coding	F	F	F	F	SERPINB3	F	F	F	F	F	F	F	F	F	F	F	F	F
Serpinb3c	ENSMUSG00000073601	protein_coding	F	F	F	F	SERPINB3	F	F	F	F	F	F	F	F	F	F	F	F	F
Serpinb11	ENSMUSG00000026327	protein_coding	F	F	F	F	SERPINB11	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm19965	ENSMUSG00000094429	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Gm28363	ENSMUSG00000100265	protein_coding	F	F	F	F	ZNF677	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm28360	ENSMUSG00000100305	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Gm28168	ENSMUSG00000101415	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Fcamr	ENSMUSG00000026415	protein_coding	F	F	F	F	FCAMR	F	F	F	F	F	F	F	F	F	F	F	F	F
Pigr	ENSMUSG00000026417	protein_coding	F	T	F	F	PIGR	F	F	F	F	T	F	F	F	F	F	F	F	F
Il20	ENSMUSG00000026416	protein_coding	F	F	F	T	IL20	F	F	F	F	F	F	F	F	F	F	F	F	F
Il10	ENSMUSG00000016529	protein_coding	T	T	T	T	IL10	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm10188	ENSMUSG00000066936	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
4933406M09Rik	ENSMUSG00000050526	protein_coding	F	F	F	F		F	F	F	F	F	F	T	F	F	F	F	F	F
Gpr37l1	ENSMUSG00000026424	protein_coding	F	F	F	F	GPR37L1	F	F	F	F	F	F	F	F	F	F	F	F	F
Ascl5	ENSMUSG00000097918	protein_coding	F	F	F	F	ASCL5	F	F	F	F	F	F	F	F	F	F	F	F	F
Gpr25	ENSMUSG00000052759	protein_coding	F	F	F	F	GPR25	F	F	F	F	F	F	F	F	F	F	F	F	F
Pdc	ENSMUSG00000006007	protein_coding	F	F	F	F	PDC	F	F	F	F	F	F	F	F	F	F	F	F	F
Teddm1b	ENSMUSG00000043282	protein_coding	F	F	F	F	TEDDM1	F	F	F	F	F	F	F	F	F	F	F	F	F
Teddm1a	ENSMUSG00000047053	protein_coding	F	F	F	F	TEDDM1	F	F	F	F	F	F	F	F	F	F	F	F	F
Zfp648	ENSMUSG00000066797	protein_coding	F	F	F	F	ZNF648	F	F	F	F	F	F	F	F	F	F	F	F	F
4930469G21Rik	ENSMUSG00000049160	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Sele	ENSMUSG00000026582	protein_coding	F	T	F	F	SELE	F	F	T	F	F	F	F	F	F	F	F	F	F
Xcl1	ENSMUSG00000026573	protein_coding	F	F	F	F	XCL1	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm4846	ENSMUSG00000086056	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Gm4847	ENSMUSG00000051081	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Spata46	ENSMUSG00000042800	protein_coding	F	F	F	F	SPATA46	F	F	F	F	F	F	F	F	F	F	F	F	F
Fcrlb	ENSMUSG00000070524	protein_coding	F	F	F	F	FCRLB	F	F	F	F	F	F	F	F	F	F	F	F	F
Itln1	ENSMUSG00000038209	protein_coding	F	F	F	F	ITLN1	F	F	T	F	F	F	F	F	F	F	F	F	F
Slamf7	ENSMUSG00000038179	protein_coding	F	F	F	F	SLAMF7	F	F	T	F	F	F	F	F	F	F	F	F	F
Gm10521	ENSMUSG00000073492	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr16	ENSMUSG00000037924	protein_coding	F	F	F	F	OR10J5	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1408	ENSMUSG00000062527	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1406	ENSMUSG00000058981	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr218	ENSMUSG00000046643	protein_coding	F	F	F	F	OR10J3	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr1404	ENSMUSG00000049456	protein_coding	F	F	F	F	OR10J3	F	F	F	F	F	F	F	F	F	F	F	F	F
Fcer1a	ENSMUSG00000005339	protein_coding	F	T	F	F	FCER1A	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr418	ENSMUSG00000049605	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Mptx2	ENSMUSG00000079180	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Ifi208	ENSMUSG00000066677	protein_coding	F	F	F	F	IFI16	T	F	F	F	F	F	F	F	F	F	F	F	F
Olfr433	ENSMUSG00000045381	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr432	ENSMUSG00000047048	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr430	ENSMUSG00000050134	protein_coding	F	F	F	F	OR6N2	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr429	ENSMUSG00000049528	protein_coding	F	F	F	F	OR6N1	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr427	ENSMUSG00000059371	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr424	ENSMUSG00000051528	protein_coding	F	F	F	F	OR6K3	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr420	ENSMUSG00000055033	protein_coding	F	F	F	F	OR6K2	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr419	ENSMUSG00000050788	protein_coding	F	F	F	F	OR10Z1	F	F	F	F	F	F	F	F	F	F	F	F	F
Mptx1	ENSMUSG00000026531	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr417	ENSMUSG00000066672	protein_coding	F	F	F	F	OR10X1	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr248	ENSMUSG00000059503	protein_coding	F	F	F	F	OR10X1	F	F	F	F	F	F	F	F	F	F	F	F	F
Olfr414	ENSMUSG00000051509	protein_coding	F	F	F	F	OR6Y1	F	F	F	F	F	F	F	F	F	F	F	F	F
Gm38100	ENSMUSG00000104158	protein_coding	F	F	F	F	BECN2	F	F	F	F	F	F	F	F	F	F	F	F	F
Mixl1	ENSMUSG00000026497	protein_coding	T	T	T	T	MIXL1	F	F	F	F	F	F	F	F	F	F	F	F	F
