from	to	type
Gli3	Wnt1	Activation
Gli3	Wnt10a	Activation
Gli3	Wnt10b	Activation
Gli3	Wnt11	Activation
Gli3	Wnt9b	Activation
Gli3	Wnt2	Activation
Gli3	Wnt2b	Activation
Gli3	Wnt3	Activation
Gli3	Wnt3a	Activation
Gli3	Wnt4	Activation
Gli3	Wnt5a	Activation
Gli3	Wnt5b	Activation
Gli3	Wnt6	Activation
Gli3	Wnt7a	Activation
Gli3	Wnt7b	Activation
Gli3	Wnt8b	Activation
Gli3	Wnt16	Activation
Gm10499	Cdkn1a	Activation
Gm11127	Cdkn1a	Activation
Gm7030	Cdkn1a	Activation
Gm8909	Cdkn1a	Activation
Gnai1	Il12a	Activation
Gnai1	Il12b	Activation
Gnai2	Il12a	Activation
Gnai2	Il12b	Activation
Gnai3	Il12a	Activation
Gnai3	Il12b	Activation
Gnao1	Il12a	Activation
Gnao1	Il12b	Activation
H2-Bl	Cdkn1a	Activation
H2-D1	Cdkn1a	Activation
H2-K1	Cdkn1a	Activation
H2-M1	Cdkn1a	Activation
H2-M10.1	Cdkn1a	Activation
H2-M10.2	Cdkn1a	Activation
H2-M10.3	Cdkn1a	Activation
H2-M10.4	Cdkn1a	Activation
H2-M10.5	Cdkn1a	Activation
H2-M10.6	Cdkn1a	Activation
H2-M11	Cdkn1a	Activation
H2-M2	Cdkn1a	Activation
H2-M3	Cdkn1a	Activation
H2-M5	Cdkn1a	Activation
H2-M9	Cdkn1a	Activation
H2-Q1	Cdkn1a	Activation
H2-Q10	Cdkn1a	Activation
H2-Q2	Cdkn1a	Activation
H2-Q4	Cdkn1a	Activation
H2-Q6	Cdkn1a	Activation
H2-Q7	Cdkn1a	Activation
H2-T-ps	Cdkn1a	Activation
H2-T10	Cdkn1a	Activation
H2-T22	Cdkn1a	Activation
H2-T23	Cdkn1a	Activation
H2-T24	Cdkn1a	Activation
H2-T3	Cdkn1a	Activation
Hdac1	Fos	Repression
Hdac4	Mef2a	Repression
Hdac4	Mef2b	Repression
Hdac4	Mef2c	Repression
Hdac4	Mef2d	Repression
Hdac5	Mef2a	Repression
Hdac5	Mef2b	Repression
Hdac5	Mef2c	Repression
Hdac5	Mef2d	Repression
Hes1	Ccnd1	Activation
Hes1	Cdkn1a	Activation
Hes1	Erbb2	Activation
Hes1	Myc	Activation
Hes1	Nfkb2	Activation
Hes5	Ccnd1	Activation
Hes5	Cdkn1a	Activation
Hes5	Erbb2	Activation
Hes5	Myc	Activation
Hes5	Nfkb2	Activation
Hey1	Ccnd1	Activation
Hey1	Cdkn1a	Activation
Hey1	Erbb2	Activation
Hey1	Myc	Activation
Hey1	Nfkb2	Activation
Hey2	Ccnd1	Activation
Hey2	Cdkn1a	Activation
Hey2	Erbb2	Activation
Hey2	Myc	Activation
Hey2	Nfkb2	Activation
Heyl	Ccnd1	Activation
Heyl	Cdkn1a	Activation
Heyl	Erbb2	Activation
Heyl	Myc	Activation
Heyl	Nfkb2	Activation
Hif1a	Angpt2	Activation
Hif1a	Angpt4	Activation
Hif1a	Aldoa	Activation
Hif1a	Cdkn1b	Activation
Hif1a	Edn1	Activation
Hif1a	Egf	Activation
Hif1a	Eno2	Activation
Hif1a	Eno3	Activation
Hif1a	Gapdh	Activation
Hif1a	Hk2	Activation
Hif1a	Ldha	Activation
Hif1a	Ltbr	Activation
Hif1a	Nos2	Activation
Hif1a	Nos3	Activation
Hif1a	Pdgfa	Activation
Hif1a	Pfkfb1	Activation
Hif1a	Pfkfb2	Activation
Hif1a	Pfkl	Activation
Hif1a	Hk3	Activation
Hif1a	Hkdc1	Activation
Hif1a	Tek	Activation
Hif1a	Tgfa	Activation
Hif1a	Tgfb1	Activation
Hif1a	Tgfb2	Activation
Hif1a	Timp1	Activation
Hif1a	Trf	Activation
Hif1a	Tfrc	Activation
Hif1a	Vegfb	Activation
Hif1a	Vegfc	Activation
Hif1a	Pdk1	Activation
Hif1a	Nppa	Activation
Hif1a	Pfkfb4	Activation
Hif1a	1300017J02Rik	Activation
Hif1a	Eno1b	Activation
Hif1a	Eno4	Activation
Hif1a	Gapdh-ps15	Activation
Hif1a	Bnip3	Activation
Hif1a	Bnip3l	Activation
Hif1a	Pfkp	Activation
Hif1a	Cxcl1	Activation
Hif1a	Cxcl2	Activation
Hif1a	Cxcl3	Activation
Hif1a	Fgf2	Activation
Hif1a	Vegfd	Activation
Hif1a	Pfkm	Activation
Hif1a	Pgam1	Activation
Hif1a	Pgam2	Activation
Hif1a	Pkm	Activation
Hnf1a	Foxa3	Activation
Hnf1a	Hnf4a	Activation
Hnf1a	Hnf4g	Activation
Hnf4a	Slc2a2	Activation
Hnf4a	G6pc2	Activation
Hnf4a	G6pc3	Activation
Hnf4a	Pck2	Activation
Hsf1	Hspa8	Activation
Hsf1	Hspa1l	Activation
Hsf1	Hspa2	Activation
Hsf1	Hspa1a	Activation
Ifng	Icam1	Activation
Ifng	Ido1	Activation
Ifng	Ido2	Activation
Ifngr1	Marcksl1	Activation
Ifngr2	Marcksl1	Activation
Il12rb1	Il18r1	Activation
Il12rb1	Il18rap	Activation
Il12rb2	Il18r1	Activation
Il12rb2	Il18rap	Activation
Il6ra	Socs3	Activation
Insr	Pnpla2	Repression
Irf3	Cd80	Activation
Irf3	Cd86	Activation
Irf3	Cxcl10	Activation
Irf3	Cd40	Activation
Irf3	Cxcl11	Activation
Irf3	Cxcl9	Activation
Irf3	Ifna11	Activation
Irf3	Ifna12	Activation
Irf3	Ifna13	Activation
Irf3	Ifna14	Activation
Irf3	Ifna15	Activation
Irf3	Ifna2	Activation
Irf3	Ifna5	Activation
Irf3	Ifna6	Activation
Irf3	Ifna7	Activation
Irf3	Ifna9	Activation
Irf3	Ifnab	Activation
Irf3	Ifne	Activation
Irf3	Ifnk	Activation
Irf3	Ifng	Activation
Irf3	Tnf	Activation
Irf3	Ifit1	Activation
Irf3	Ifit1bl1	Activation
Irf3	Il15	Activation
Irf3	Apobec3	Activation
Irf3	Bst2	Activation
Irf3	Samhd1	Activation
Irf3	Trim12c	Activation
Irf3	Trim30d	Activation
Irf5	Tnf	Activation
Irf5	Ccl3	Activation
Irf5	Ccl5	Activation
Irf5	Il12a	Activation
Irf5	Il12b	Activation
Irf5	Il1b	Activation
Irf5	Il6	Activation
Irf7	Ifna11	Activation
Irf7	Ifna2	Activation
Irf7	Ifna5	Activation
Irf7	Ifna6	Activation
Irf7	Ifna7	Activation
Irf7	Ifna9	Activation
Irf7	Ifnab	Activation
Irf7	Ifna13	Activation
Irf7	Ifna12	Activation
Irf7	Ifna14	Activation
Irf7	Ifna15	Activation
Irf7	Ifne	Activation
Irf7	Ifnk	Activation
Irf7	Cxcl10	Activation
Irf7	Ifng	Activation
Irf7	Tnf	Activation
Irf7	Ifit1	Activation
Irf7	Ifit1bl1	Activation
Irf7	Il15	Activation
Irf9	Il17d	Activation
Irf9	Eif2ak1	Activation
Irf9	Eif2ak2	Activation
Irf9	Eif2ak3	Activation
Irf9	Eif2ak4	Activation
Irf9	Ifit1	Activation
Irf9	Ifit1bl1	Activation
Irf9	Mx2	Activation
Irf9	Oas1a	Activation
Irf9	Oas1b	Activation
Irf9	Oas1g	Activation
Irf9	Oas2	Activation
Irf9	Oas3	Activation
Irf9	Rsad2	Activation
Irf9	Adar	Activation
Irf9	Pml	Activation
Irf9	Cxcl10	Activation
Irf9	Isg15	Activation
Jag1	Ccnd1	Activation
Jun	Cdk4	Activation
Jun	Cdk5	Activation
Jun	Gria2	Activation
Jun	Pgf	Activation
Jun	Rela	Activation
Jun	Vegfb	Activation
Jun	Vegfc	Activation
Jun	Mmp1a	Activation
Jun	Mmp1b	Activation
Jun	Prkn	Repression
Jun	Bcl2l11	Activation
Jun	Fas	Activation
Jun	Hrk	Activation
Jun	Calcr	Activation
Jun	Itgb3	Activation
Jun	Ccl3	Activation
Jun	Ccl4	Activation
Jun	Il12a	Activation
Jun	Gata3	Activation
Jun	Il12rb1	Activation
Jun	Il12rb2	Activation
Jun	Il2ra	Activation
Jun	Il4ra	Activation
Jun	Tbx21	Activation
Jun	Il10	Activation
Jun	Il1a	Activation
Jun	Ager	Activation
Jun	Edn1	Activation
Jun	Sele	Activation
Jun	Thbd	Activation
Jun	Vcam1	Activation
Jun	Vegfd	Activation
Jun	Cxcl10	Activation
Jun	Cxcl3	Activation
Jun	Fgf2	Activation
Jun	Pdgfb	Activation
Jun	Bcl2	Activation
Jun	Cd40	Activation
Jun	Cd44	Activation
Jun	Entpd1	Activation
Jun	Entpd3	Activation
Jun	Entpd8	Activation
Jun	Fcer2a	Activation
Jun	Itgal	Activation
Jun	Tnfaip3	Activation
Jun	Myc	Activation
Jun	Ppard	Activation
Jun	Pdgfa	Activation
Junb	Acp5	Activation
Junb	Calcr	Activation
Junb	Ifnb1	Activation
Junb	Itgb3	Activation
Junb	Nfatc1	Activation
Jund	Acp5	Activation
Jund	Calcr	Activation
Jund	Ctsk	Activation
Jund	Ifnb1	Activation
Jund	Itgb3	Activation
Jund	Nfatc1	Activation
Jund	Bglap2	Activation
Jund	Bglap3	Activation
Jund	Lrp5	Activation
Jund	Lrp6	Activation
Jup	Ccnd1	Activation
Jup	Myc	Activation
Jup	Ppard	Activation
Kdm3a	Ucp1	Activation
Kdm3b	Ucp1	Activation
Klf2	Nos1	Activation
Klf2	Nos2	Activation
Klf2	Nos3	Activation
Klf2	Ass1	Activation
Klf2	Gsta1	Activation
Klf2	Gsta2	Activation
Klf2	Gsta3	Activation
Klf2	Gsta4	Activation
Klf2	Gstm1	Activation
Klf2	Gstm2	Activation
Klf2	Gstm3	Activation
Klf2	Gstm4	Activation
Klf2	Gstm5	Activation
Klf2	Gstm6	Activation
Klf2	Gstm7	Activation
Klf2	Gsto1	Activation
Klf2	Gsto2	Activation
Klf2	Gstp1	Activation
Klf2	Gstp2	Activation
Klf2	Gstt1	Activation
Klf2	Gstt2	Activation
Klf2	Gstt3	Activation
Klf2	Gstt4	Activation
Klf2	Hmox1	Activation
Klf2	Mgst1	Activation
Klf2	Mgst2	Activation
Klf2	Mgst3	Activation
Klf2	Nppc	Activation
Klf2	Nqo1	Activation
Klf2	Plat	Activation
Klf2	Sqstm1	Activation
Klf2	Txn1	Activation
Klf2	Txn2	Activation
Klf4	Sox2	Activation
Kmt2a	Cdkn1b	Activation
Kmt2a	Cdkn2a	Activation
Kmt2a	Cdkn2b	Activation
Kmt2a	Cdkn2c	Activation
Kmt2d	Cdkn1b	Activation
Kmt2d	Cdkn2a	Activation
Kmt2d	Cdkn2b	Activation
Kmt2d	Cdkn2c	Activation
Lef1	Birc5	Activation
Lef1	Ccnd1	Activation
Lef1	Ccnd2	Activation
Lef1	Ccnd3	Activation
Lef1	Fosl1	Activation
Lef1	Jun	Activation
Lef1	Mitf	Activation
Lef1	Myc	Activation
Lef1	Ppard	Activation
Lef1	Axin1	Activation
Lef1	Axin2	Activation
Lef1	Birc2	Activation
Lef1	Nkd1	Activation
Lef1	Snai2	Activation
Lef1	Sox2	Activation
Maf	Il2ra	Activation
Maf	Il4ra	Activation
Mafa	Ins1	Activation
Maml1	Gata3	Activation
Maml1	Il4	Activation
Maml1	Tbx21	Activation
Maml1	Hes1	Activation
Maml1	Hes2	Activation
Maml1	Hes3	Activation
Maml1	Hes5	Activation
Maml1	Hes6	Activation
Maml1	Hes7	Activation
Maml1	Hey1	Activation
Maml1	Hey2	Activation
Maml1	Heyl	Activation
Maml2	Gata3	Activation
Maml2	Il4	Activation
Maml2	Tbx21	Activation
Maml2	Hes1	Activation
Maml2	Hes2	Activation
Maml2	Hes3	Activation
Maml2	Hes5	Activation
Maml2	Hes6	Activation
Maml2	Hes7	Activation
Maml2	Hey1	Activation
Maml2	Hey2	Activation
Maml2	Heyl	Activation
Maml3	Gata3	Activation
Maml3	Il4	Activation
Maml3	Tbx21	Activation
Maml3	Hes1	Activation
Maml3	Hes2	Activation
Maml3	Hes3	Activation
Maml3	Hes5	Activation
Maml3	Hes6	Activation
Maml3	Hes7	Activation
Maml3	Hey1	Activation
Maml3	Hey2	Activation
Maml3	Heyl	Activation
Mapk1	Ccnd1	Activation
Mapk1	Cdk4	Activation
Mapk1	Il12a	Activation
Mapk1	Il12b	Activation
Mapk1	Il18	Activation
Mapk1	Il1a	Activation
Mapk1	Il1b	Activation
Mapk1	Il6	Activation
Mapk1	Nos2	Activation
Mapk1	Pdyn	Activation
Mapk1	Tnf	Activation
Mapk1	Il23a	Activation
Mapk1	Bcl2	Activation
Mapk1	Jag1	Activation
Mapk1	Cdkn1a	Activation
Mapk1	Elk1	Activation
Mapk1	Fos	Activation
Mapk1	Jun	Activation
Mapk1	Mef2c	Activation
Mapk1	Ptgs2	Activation
Mapk1	Mmp2	Activation
Mapk1	Mmp9	Activation
Mapk1	Nos1	Activation
Mapk1	Vegfa	Activation
Mapk1	Vegfb	Activation
Mapk1	Vegfc	Activation
Mapk1	Vegfd	Activation
Mapk1	Plau	Activation
Mapk1	Plaur	Activation
Mapk1	Pla2g4a	Activation
Mapk1	Pla2g4b	Activation
Mapk1	Pla2g4c	Activation
Mapk1	Pla2g4d	Activation
Mapk1	Pla2g4e	Activation
Mapk1	Pla2g4f	Activation
Mapk10	Il12a	Activation
Mapk10	Il12b	Activation
Mapk10	Il18	Activation
Mapk10	Il1a	Activation
Mapk10	Il1b	Activation
Mapk10	Il6	Activation
Mapk10	Jun	Activation
Mapk10	Smad4	Activation
Mapk10	Nos2	Activation
Mapk10	Tnf	Activation
Mapk10	Il23a	Activation
Mapk10	Pla2g4a	Activation
Mapk10	Pla2g4b	Activation
Mapk10	Pla2g4c	Activation
Mapk10	Pla2g4d	Activation
Mapk10	Pla2g4e	Activation
Mapk10	Pla2g4f	Activation
Mapk11	Il12a	Activation
Mapk11	Il12b	Activation
Mapk11	Il18	Activation
Mapk11	Il1a	Activation
Mapk11	Il1b	Activation
Mapk11	Il6	Activation
Mapk11	Nos2	Activation
Mapk11	Tnf	Activation
Mapk11	Il23a	Activation
Mapk11	Irf4	Activation
Mapk11	Rora	Activation
Mapk11	Rorc	Activation
Mapk12	Il12a	Activation
Mapk12	Il12b	Activation
Mapk12	Il18	Activation
Mapk12	Il1a	Activation
Mapk12	Il1b	Activation
Mapk12	Il6	Activation
Mapk12	Nos2	Activation
Mapk12	Tnf	Activation
Mapk12	Il23a	Activation
Mapk12	Irf4	Activation
Mapk12	Rora	Activation
Mapk12	Rorc	Activation
Mapk13	Il12a	Activation
Mapk13	Il12b	Activation
Mapk13	Il18	Activation
Mapk13	Il1a	Activation
Mapk13	Il1b	Activation
Mapk13	Il6	Activation
Mapk13	Nos2	Activation
Mapk13	Tnf	Activation
Mapk13	Il23a	Activation
Mapk13	Irf4	Activation
Mapk13	Rora	Activation
Mapk13	Rorc	Activation
Mapk14	Il12a	Activation
Mapk14	Il12b	Activation
Mapk14	Il18	Activation
Mapk14	Il1a	Activation
Mapk14	Il1b	Activation
Mapk14	Il6	Activation
Mapk14	Nos2	Activation
Mapk14	Tnf	Activation
Mapk14	Il23a	Activation
Mapk14	Irf4	Activation
Mapk14	Rora	Activation
Mapk14	Rorc	Activation
Mapk3	Ccnd1	Activation
Mapk3	Cdk4	Activation
Mapk3	Il12a	Activation
Mapk3	Il12b	Activation
Mapk3	Il18	Activation
Mapk3	Il1a	Activation
Mapk3	Il1b	Activation
Mapk3	Il6	Activation
Mapk3	Nos2	Activation
Mapk3	Pdyn	Activation
Mapk3	Tnf	Activation
Mapk3	Il23a	Activation
Mapk3	Bcl2	Activation
Mapk3	Egr1	Activation
Mapk3	Jag1	Activation
Mapk3	Cdkn1a	Activation
Mapk3	Elk1	Activation
Mapk3	Fos	Activation
Mapk3	Jun	Activation
Mapk3	Mef2c	Activation
Mapk3	Ptgs2	Activation
Mapk3	Mmp2	Activation
Mapk3	Mmp9	Activation
Mapk3	Nos1	Activation
Mapk3	Vegfa	Activation
Mapk3	Vegfb	Activation
Mapk3	Vegfc	Activation
Mapk3	Vegfd	Activation
Mapk3	Plau	Activation
Mapk3	Plaur	Activation
Mapk3	Pla2g4a	Activation
Mapk3	Pla2g4b	Activation
Mapk3	Pla2g4c	Activation
Mapk3	Pla2g4d	Activation
Mapk3	Pla2g4e	Activation
Mapk3	Pla2g4f	Activation
Mapk7	Ccnd1	Activation
Mapk7	Elk1	Activation
Mapk7	Fos	Activation
Mapk7	Jun	Activation
Mapk7	Mef2c	Activation
Mapk7	Ptgs2	Activation
Mapk8	Il12a	Activation
Mapk8	Il12b	Activation
Mapk8	Il18	Activation
Mapk8	Il1a	Activation
Mapk8	Il1b	Activation
Mapk8	Il6	Activation
Mapk8	Jun	Activation
Mapk8	Smad4	Activation
Mapk8	Nos2	Activation
Mapk8	Tnf	Activation
Mapk8	Il23a	Activation
Mapk8	Pla2g4a	Activation
Mapk8	Pla2g4b	Activation
Mapk8	Pla2g4c	Activation
Mapk8	Pla2g4d	Activation
Mapk8	Pla2g4e	Activation
Mapk8	Pla2g4f	Activation
Mapk9	Il12a	Activation
Mapk9	Il12b	Activation
Mapk9	Il18	Activation
Mapk9	Il1a	Activation
Mapk9	Il1b	Activation
Mapk9	Il6	Activation
Mapk9	Jun	Activation
Mapk9	Smad4	Activation
Mapk9	Nos2	Activation
Mapk9	Tnf	Activation
Mapk9	Il23a	Activation
Mapk9	Pla2g4a	Activation
Mapk9	Pla2g4b	Activation
Mapk9	Pla2g4c	Activation
Mapk9	Pla2g4d	Activation
Mapk9	Pla2g4e	Activation
Mapk9	Pla2g4f	Activation
Max	Ccnd1	Activation
Max	Cdk4	Activation
Max	Cdk6	Activation
Max	Cks1b	Activation
Max	Cks2	Activation
Mdm2	Il12a	Repression
Mdm2	Il12b	Repression
Mef2a	Klf2	Activation
Mef2a	Sost	Activation
Mef2b	Klf2	Activation
Mef2c	Klf2	Activation
Mef2c	Sost	Activation
Mef2d	Klf2	Activation
Mef2d	Sost	Activation
Men1	Cdkn1b	Activation
Men1	Cdkn2a	Activation
Men1	Cdkn2b	Activation
Men1	Cdkn2c	Activation
Mlx	Acacb	Activation
Mlx	Pklr	Activation
Mlxip	Acacb	Activation
Mlxip	Pklr	Activation
Mtor	Irf4	Activation
Mtor	Rora	Activation
Mtor	Rorc	Activation
Myc	Ccnd1	Activation
Myc	Cdk6	Activation
Myc	Mmp2	Activation
Myc	Mmp9	Activation
Myc	Pgf	Activation
Myc	Vegfa	Activation
Myc	Vegfb	Activation
Myc	Vegfc	Activation
Myc	Cks1b	Activation
Myc	Mmp1a	Activation
Myc	Mmp1b	Activation
Myc	Cks2	Activation
Myc	Vegfd	Activation
Myc	Tfap4	Activation
Myc	Gls	Activation
Myc	Gls2	Activation
Myc	Hk1	Activation
Myc	Hk2	Activation
Myc	Hk3	Activation
Myc	Hkdc1	Activation
Myc	Ldha	Activation
Myc	Pgam1	Activation
Myc	Pgam2	Activation
Myc	Pkm	Activation
Myc	Slc1a5	Activation
Myc	Slc2a2	Activation
Myd88	Cxcl1	Activation
Myd88	Ifna1	Activation
Myd88	Ifna11	Activation
Myd88	Ifna2	Activation
Myd88	Ifna4	Activation
Myd88	Ifna5	Activation
Myd88	Ifna6	Activation
Myd88	Ifna7	Activation
Myd88	Ifna9	Activation
Myd88	Ifnab	Activation
Myd88	Ifnb1	Activation
Myd88	Il12a	Activation
Myd88	Il12b	Activation
Myd88	Il1b	Activation
Myd88	Il6	Activation
Myd88	Cxcl2	Activation
Myd88	Tnf	Activation
Myd88	Ifna13	Activation
Myd88	Ifna12	Activation
Myd88	Ifna14	Activation
Myd88	Cxcl3	Activation
Myd88	Ifna15	Activation
Naca	Bglap2	Activation
Naca	Bglap3	Activation
Naca	Lrp5	Activation
Naca	Lrp6	Activation
Nanog	Pou5f1	Activation
Ncoa1	Bcl2	Activation
Ncoa1	Ctsd	Activation
Ncoa1	Ebag9	Activation
Ncoa1	Krt10	Activation
Ncoa1	Krt12	Activation
Ncoa1	Krt13	Activation
Ncoa1	Krt14	Activation
Ncoa1	Krt15	Activation
Ncoa1	Krt16	Activation
Ncoa1	Krt17	Activation
Ncoa1	Krt18	Activation
Ncoa1	Krt19	Activation
Ncoa1	Krt20	Activation
Ncoa1	Krt23	Activation
Ncoa1	Krt24	Activation
Ncoa1	Krt25	Activation
Ncoa1	Krt26	Activation
Ncoa1	Krt27	Activation
Ncoa1	Krt28	Activation
Ncoa1	Krt31	Activation
Ncoa1	Krt32	Activation
Ncoa1	Krt33a	Activation
Ncoa1	Krt33b	Activation
Ncoa1	Krt34	Activation
Ncoa1	Krt35	Activation
Ncoa1	Krt36	Activation
Ncoa1	Krt39	Activation
Ncoa1	Krt40	Activation
Ncoa1	Krt42	Activation
Ncoa1	Krt9	Activation
Ncoa1	Pgr	Activation
Ncoa1	Rara	Activation
Ncoa1	Tff1	Activation
Ncoa1	Tgfa	Activation
Ncoa1	Ccnd1	Activation
Ncoa1	Myc	Activation
Ncoa1	Ppard	Activation
Ncoa2	Bcl2	Activation
Ncoa2	Ctsd	Activation
Ncoa2	Ebag9	Activation
Ncoa2	Krt10	Activation
Ncoa2	Krt12	Activation
Ncoa2	Krt13	Activation
Ncoa2	Krt14	Activation
Ncoa2	Krt15	Activation
Ncoa2	Krt16	Activation
Ncoa2	Krt17	Activation
Ncoa2	Krt18	Activation
Ncoa2	Krt19	Activation
Ncoa2	Krt20	Activation
Ncoa2	Krt23	Activation
Ncoa2	Krt24	Activation
Ncoa2	Krt25	Activation
Ncoa2	Krt26	Activation
Ncoa2	Krt27	Activation
Ncoa2	Krt28	Activation
Ncoa2	Krt31	Activation
Ncoa2	Krt32	Activation
Ncoa2	Krt33a	Activation
Ncoa2	Krt33b	Activation
Ncoa2	Krt34	Activation
Ncoa2	Krt35	Activation
Ncoa2	Krt36	Activation
Ncoa2	Krt39	Activation
Ncoa2	Krt40	Activation
Ncoa2	Krt42	Activation
Ncoa2	Krt9	Activation
Ncoa2	Pgr	Activation
Ncoa2	Rara	Activation
Ncoa2	Tff1	Activation
Ncoa2	Tgfa	Activation
Ncoa3	Bcl2	Activation
Ncoa3	Ctsd	Activation
Ncoa3	Ebag9	Activation
Ncoa3	Krt10	Activation
Ncoa3	Krt12	Activation
Ncoa3	Krt13	Activation
Ncoa3	Krt14	Activation
Ncoa3	Krt15	Activation
Ncoa3	Krt16	Activation
Ncoa3	Krt17	Activation
Ncoa3	Krt18	Activation
Ncoa3	Krt19	Activation
Ncoa3	Krt20	Activation
Ncoa3	Krt23	Activation
Ncoa3	Krt24	Activation
Ncoa3	Krt25	Activation
Ncoa3	Krt26	Activation
Ncoa3	Krt27	Activation
Ncoa3	Krt28	Activation
Ncoa3	Krt31	Activation
Ncoa3	Krt32	Activation
Ncoa3	Krt33a	Activation
Ncoa3	Krt33b	Activation
Ncoa3	Krt34	Activation
Ncoa3	Krt35	Activation
Ncoa3	Krt36	Activation
Ncoa3	Krt39	Activation
Ncoa3	Krt40	Activation
Ncoa3	Krt42	Activation
Ncoa3	Krt9	Activation
Ncoa3	Pgr	Activation
Ncoa3	Rara	Activation
Ncoa3	Tff1	Activation
Ncoa3	Tgfa	Activation
Ncoa3	Ccnd1	Activation
Ncoa3	Myc	Activation
Ncoa3	Ppard	Activation
Neurod1	Gck	Activation
Neurod1	Iapp	Activation
Neurod1	Ins1	Activation
Neurog3	Nkx2-2	Activation
Neurog3	Pax6	Activation
Nfat5	Tnf	Activation
Nfatc1	Tnf	Activation
Nfatc1	Myh7	Activation
Nfatc1	Nppb	Activation
Nfatc1	Trpc6	Activation
Nfatc1	F2r	Activation
Nfatc1	Acp5	Activation
Nfatc1	Calcr	Activation
Nfatc1	Ctsk	Activation
Nfatc1	Egr2	Activation
Nfatc1	Egr3	Activation
Nfatc1	Il10	Activation
Nfatc1	Il17d	Activation
Nfatc1	Ptgs2	Activation
Nfatc1	Gata3	Activation
Nfatc1	Ifng	Activation
Nfatc1	Il12rb1	Activation
Nfatc1	Il12rb2	Activation
Nfatc1	Il13	Activation
Nfatc1	Il4ra	Activation
Nfatc1	Il5	Activation
Nfatc1	Tbx21	Activation
Nfatc1	Il17a	Activation
Nfatc1	Il17f	Activation
Nfatc1	Il21	Activation
Nfatc1	Il22	Activation
Nfatc1	Cdk4	Activation
Nfatc1	Rcan1	Activation
Nfatc1	Rgs2	Activation
Nfatc1	Cxcl1	Activation
Nfatc1	Cxcl2	Activation
Nfatc1	Cxcl3	Activation
Nfatc1	Fgf2	Activation
Nfatc2	Myh7	Activation
Nfatc2	Nppb	Activation
Nfatc2	Trpc6	Activation
Nfatc2	Ptgs2	Activation
Nfatc2	Egr2	Activation
Nfatc2	Il17d	Activation
Nfatc2	Gata3	Activation
Nfatc2	Il12rb1	Activation
Nfatc2	Il12rb2	Activation
Nfatc2	Il4ra	Activation
Nfatc2	Il5	Activation
Nfatc2	Tbx21	Activation
Nfatc2	Il17a	Activation
Nfatc2	Il17f	Activation
Nfatc2	Il22	Activation
Nfatc2	Cdk4	Activation
Nfatc2	Rcan1	Activation
Nfatc2	Rgs2	Activation
Nfatc2	Cxcl1	Activation
Nfatc2	Cxcl2	Activation
Nfatc2	Cxcl3	Activation
Nfatc2	Fgf2	Activation
Nfatc3	Tnf	Activation
Nfatc3	Myh7	Activation
Nfatc3	Nppb	Activation
Nfatc3	Trpc6	Activation
Nfatc3	Egr2	Activation
Nfatc3	Egr3	Activation
Nfatc3	Il10	Activation
Nfatc3	Il17d	Activation
Nfatc3	Ptgs2	Activation
Nfatc3	Gata3	Activation
Nfatc3	Ifng	Activation
Nfatc3	Il12rb1	Activation
Nfatc3	Il12rb2	Activation
Nfatc3	Il13	Activation
Nfatc3	Il2ra	Activation
Nfatc3	Il4	Activation
Nfatc3	Il4ra	Activation
Nfatc3	Il5	Activation
Nfatc3	Tbx21	Activation
Nfatc3	Il17a	Activation
Nfatc3	Il17f	Activation
Nfatc3	Il21	Activation
Nfatc3	Il22	Activation
Nfatc3	Cdk4	Activation
Nfatc3	Csf2	Activation
Nfatc3	Rcan1	Activation
Nfatc3	Rgs2	Activation
Nfatc3	Cxcl1	Activation
Nfatc3	Cxcl2	Activation
Nfatc3	Cxcl3	Activation
Nfatc3	Fgf2	Activation
Nfatc4	Tnf	Activation
Nfatc4	Myh7	Activation
Nfatc4	Nppb	Activation
Nfatc4	Trpc6	Activation
Nfatc4	Egr2	Activation
Nfatc4	Egr3	Activation
Nfatc4	Il10	Activation
Nfatc4	Il17d	Activation
Nfatc4	Il2	Activation
Nfatc4	Rcan1	Activation
Nfatc4	Rgs2	Activation
Nfatc4	Cxcl1	Activation
Nfatc4	Cxcl2	Activation
Nfatc4	Cxcl3	Activation
Nfatc4	Fgf2	Activation
Nfe2l2	Gsta3	Activation
Nfe2l2	Gsta4	Activation
Nfe2l2	Gstm1	Activation
Nfe2l2	Gstm2	Activation
Nfe2l2	Gstm3	Activation
Nfe2l2	Gstm4	Activation
Nfe2l2	Gstm5	Activation
Nfe2l2	Gstm6	Activation
Nfe2l2	Gstm7	Activation
Nfe2l2	Gsto1	Activation
Nfe2l2	Gsto2	Activation
Nfe2l2	Gstp1	Activation
Nfe2l2	Gstp2	Activation
Nfe2l2	Gstt1	Activation
Nfe2l2	Gstt2	Activation
Nfe2l2	Gstt3	Activation
Nfe2l2	Gstt4	Activation
Nfe2l2	Mgst2	Activation
Nfe2l2	Mgst3	Activation
Nfe2l2	Txnrd2	Activation
Nfe2l2	Txnrd3	Activation
Nfe2l2	Ass1	Activation
Nfe2l2	Nos3	Activation
Nfe2l2	Nppc	Activation
Nfe2l2	Plat	Activation
Nfe2l2	Thbd	Activation
Nfe2l2	Txn1	Activation
Nfe2l2	Txn2	Activation
Nfkb1	Bcl2a1a	Activation
Nfkb1	Bcl2a1b	Activation
Nfkb1	Bcl2a1c	Activation
