from	to	type
MUSCIMOL	Gabrr2	agonist
SOLIFENACIN	Chrm5	antagonist
ENTINOSTAT	Hdac8	inhibitor
LY-3023414	Pik3r1	inhibitor
CAPSAZEPINE	Trpv1	channel_blocker
CRIZOTINIB	Met	inhibitor
NALTRIBEN	Oprd1	antagonist
LISURIDE	Htr2b	antagonist
LEVOBUNOLOL HYDROCHLORIDE	Adrb2	antagonist
ISOFLURANE	Gabrg2	positive_allosteric_modulator
GSK-9578	Ppara	agonist
GUANIDINE HYDROCHLORIDE	Kcng3	blocker
METOCLOPRAMIDE HYDROCHLORIDE HYDRATE	Htr4	agonist
MIDAZOLAM HYDROCHLORIDE	Gabra5	positive_allosteric_modulator
TELMISARTAN	Agtr1b	antagonist
TRIMETHOPRIM	Dhfr	inhibitor
CHEMBL313972	Alox5	inhibitor
LENVATINIB MESYLATE	Flt4	inhibitor
BARDOXOLONE METHYL	Pparg	antagonist
CILOSTAMIDE	Pde3b	inhibitor
BORTEZOMIB	Psma1	inhibitor
HALAZEPAM	Gabrq	positive_allosteric_modulator
RIDAFOROLIMUS	Mtor	inhibitor
NAFAMOSTAT	Trpm7	channel_blocker
BETAXOLOL	Dlx3	agonist
PIMAVANSERIN	Htr2a	antagonist
RGB-286638	Jak2	inhibitor
NOVOBIOCIN	Top2b	inhibitor
DENOSUMAB	Tnfsf11	inhibitor
DARAPLADIB	Pla2g7	inhibitor
CHEMBL114112	Nat2	antagonist
DIZOCILPINE	Hrh1	antagonist
GR-127935	Htr1a	agonist
BENAZEPRILAT	Ace	inhibitor
RITONAVIR	Cyp3a13	inhibitor
IMATINIB	Abl2	inhibitor
PKI-166	Egfr	inhibitor
HALAZEPAM	Gabrg2	positive_allosteric_modulator
CHEMBL1628670	Htr2c	agonist
CHEMBL75772	Adora3	antagonist
BOSUTINIB	Src	inhibitor
QUERCETIN	Pik3cg	inhibitor
ACETAZOLAMIDE	Car1	inhibitor
IMAGABALIN	Cacng6	modulator
CINNARIZINE	Hrh1	antagonist
AZD-7762	Chek2	inhibitor
METFORMIN HYDROCHLORIDE	Ndufb6	inhibitor
TERGURIDE	Drd2	agonist;antagonist
CHEMBL173031	Grin2a	antagonist
LUCITANIB	Ret	inhibitor
LUCITANIB	Flt4	inhibitor
Lorediplon	Gabra4	positive_allosteric_modulator
RUTHENIUM RED	Trpm6	channel_blocker
RGB-286638	Cdk9	inhibitor
CHEMBL293226	Cckar	agonist
SODIUM PHENYLBUTYRATE	Hdac1	inhibitor
FLUMAZENIL	Gabra6	allosteric_modulator
CHEMBL516921	Lss	inhibitor
NAPHTHALENE	Anxa5	agonist
INDIBULIN	Tubb1	inhibitor
ERIBULIN MESYLATE	Tubb6	inhibitor
INDOMETHACIN	Ptgs1	inhibitor
CICAPROST	Ptger3	agonist
PD-0325901	Map2k3	inhibitor
SB-649868	Hcrtr2	antagonist
ASOPRISNIL	Pgr	modulator
TIMOLOL MALEATE	Adrb2	antagonist
LOXAPINE SUCCINATE	Drd2	antagonist
OBATOCLAX MESYLATE	Bcl2	inhibitor
PHA-793887	Cdk20	inhibitor
PELITINIB	Erbb4	inhibitor
CHEMBL339486	Spr	antagonist
CHLORPROMAZINE	Drd3	antagonist
CABERGOLINE	Adra2a	antagonist
CUDC-101	Hdac3	inhibitor
ADENOSINE PHOSPHATE	Galr2	agonist
BAY-1125976	Akt2	inhibitor
SULFASALAZINE	Nfkb2	activator
IXAZOMIB CITRATE	Psmb2	inhibitor
FLURBIPROFEN	Ptgs2	inhibitor
SUNITINIB	Kdr	inhibitor
ERIBAXABAN	Chrm5	agonist
ELETRIPTAN	Htr1f	agonist
BIRICODAR	Abcc1	modulator
TRETINOIN	Rara	agonist
SERMORELIN ACETATE	Ghrhr	binder
TANEZUMAB	Ngfr	antagonist
CHEMBL72410	Ednrb	antagonist
TRANEXAMIC ACID	Amhr2	agonist
cA2	Ryr2	activator;antagonist
CHEMBL152133	Hdac1	inhibitor
VENLAFAXINE	Slc6a4	inhibitor
CHEMBL101690	Htr1f	agonist
VORINOSTAT	Hdac8	inhibitor
PELITINIB	Egfr	inhibitor
NITRIC OXIDE	Drd1	antagonist
CHEMBL409969	Oprl1	agonist
IPATASERTIB	Akt2	inhibitor
CHEMBL373011	Braf	inhibitor
FLUTAMIDE	Ar	antagonist
DIPYRIDAMOLE	Pde1c	inhibitor
VANDETANIB	Erbb2	inhibitor
BRIVANIB	Fgfr1	inhibitor
SB-85635	Mapk14	inhibitor
CHEMBL435278	Ppard	agonist
TIAGABINE	Slc6a1	inhibitor
QUINIDINE SULFATE	Scn8a	blocker
METOLAZONE	Slc12a3	inhibitor
CORTISONE ACETATE	Nr3c1	agonist
CHLORDIAZEPOXIDE HYDROCHLORIDE	Gabra2	positive_allosteric_modulator
NIGULDIPINE	Adra1a	antagonist
CARBACYCLIN	Ptger4	agonist
CLOBAZAM	Gabrg3	positive_allosteric_modulator
LINOLENIC ACID	Ffar1	agonist
PROCAINAMIDE HYDROCHLORIDE	Scn10a	blocker
ICOTINIB	Egfr	inhibitor
METOLAZONE	Slc12a3	blocker
PENTAGASTRIN	Cckbr	agonist
SAR-407899 (CHEMBL1667969)	Rock1	inhibitor
CLOBAZAM	Gabre	positive_allosteric_modulator
IXABEPILONE	Tuba3b	inhibitor
PRIMIDONE	Gabrd	positive_allosteric_modulator
CHEMBL116757	Mmp13	inhibitor
DORZOLAMIDE	Car14	inhibitor
VELIPARIB	Parp1	inhibitor
PENTOXIFYLLINE	Pde4c	inhibitor
BRENTUXIMAB VEDOTIN	Tuba1a	inhibitor
CHEMBL504559	Birc2	antagonist
DORSOMORPHIN	Mknk1	inhibitor
TRIAZOLAM	Gabrb2	positive_allosteric_modulator
PAZOPANIB	Pdgfra	inhibitor
PRATOSARTAN	Slc22a8	inhibitor
PRILOCAINE	Scn7a	blocker
FLUPHENAZINE HYDROCHLORIDE	Drd2	antagonist
DOVITINIB	Fgfr2	inhibitor
SPLITOMICIN	Sirt1	inhibitor
IVERMECTIN	P2rx7	allosteric_modulator
CHEMBL76128	Adora2a	antagonist
TEDISAMIL	Kcna5	blocker
DOVITINIB	Flt4	inhibitor
CHEMBL53753	Egfr	inhibitor
FAMOTIDINE	Hrh2	antagonist
BRIVANIB	Kdr	inhibitor
ESZOPICLONE	Gabra5	positive_allosteric_modulator
CICLESONIDE	Nr3c1	agonist
AST-487	Ret	inhibitor
FLUFENAMIC ACID	Osgin2	inhibitor
LOVASTATIN	Hmgcr	inhibitor
Refametinib	Map2k2	inhibitor
CHEMBL178707	Mchr1	antagonist
OXCARBAZEPINE	Scn7a	blocker
CAL-263	Pik3cg	inhibitor
GUANFACINE HYDROCHLORIDE	Adra2a	agonist
GABAZINE	Gabra4	antagonist
SUMATRIPTAN	Htr1f	agonist
NAFCILLIN	Hrh1	antagonist
RAPASTINEL	Grin2a	partial_agonist
BUTALBITAL	Gabra4	positive_allosteric_modulator
TAK-659	Syk	inhibitor
NALBUPHINE HYDROCHLORIDE	Oprm1	agonist
Ribociclib	Cdk6	inhibitor
4SC-203	Flt1	inhibitor
PAROXETINE	Jak1	inhibitor
ETANERCEPT	Tnf	antibody
CHEMBL430798	Drd2	antagonist
J-113,397	Oprl1	antagonist
SULFACETAMIDE	Mpi	inhibitor
CHEMBL1760248	Mchr1	antagonist
VERATRIDINE	Scn3a	activator
THIORIDAZINE	Drd5	antagonist
CHEMBL10332	Adra2a	antagonist
ERGOLOID MESYLATES	Adra2c	antagonist
MASITINIB	Pdgfrb	inhibitor
FEBUXOSTAT	Xdh	inhibitor
TAK-285	Erbb2	inhibitor
NARATRIPTAN HYDROCHLORIDE	Htr1b	agonist
AZD1305	Cacna1c	blocker
MIBAMPATOR	Gria2	positive_allosteric_modulator
CHEMBL373250	Gabra3	allosteric_modulator
CHEMBL2311103	Pgr	agonist
IMATINIB MESYLATE	Kit	inhibitor
TRYPTOPHAN	Ido1	binder
ERGOCALCIFEROL	Gpr39	agonist
MGCD-265	Flt4	inhibitor
OCINAPLON	Gabra2	allosteric_modulator
TAK-593	Vegfa	inhibitor
NORETHINDRONE	Grm4	allosteric_modulator
CHEMBL210618	Mapk9	inhibitor
SF-1126	Mtor	inhibitor
CARFILZOMIB	Psma7	inhibitor
BUTALBITAL	Gabra1	positive_allosteric_modulator
FIBOFLAPON SODIUM	Alox5ap	inhibitor
Chiauranib	Aurkb	inhibitor
cA2	Gjd4	inhibitor
Poziotinib	Erbb3	inhibitor
PROPIOMAZINE HYDROCHLORIDE	Hrh1	antagonist
TANOMASTAT	Mmp2	inhibitor
LEVOSIMENDAN	Tnnc1	stimulator
BRIGATINIB	Alk	inhibitor
UPADACITINIB	Jak1	inhibitor
RESINIFERATOXIN	Trpv1	activator
PENTOXIFYLLINE	Adora2a	antagonist
ETHOXZOLAMIDE	Car5b	inhibitor
SOTRASTAURIN	Prkce	inhibitor
AMIBEGRON	Adrb3	agonist
FORETINIB	Pdgfrb	inhibitor
DALFAMPRIDINE	Kcnv1	blocker
DOXEPIN	Slc6a4	inhibitor
CP-459632	Fgfr1	inhibitor
ILORASERTIB	Kdr	inhibitor
CHEMBL2164551	Grm1	modulator
CHEMBL324017	Drd1	antagonist
PHENCYCLIDINE	Grin2c	channel_blocker
ROMIDEPSIN	Hdac3	inhibitor
MIRTAZAPINE	Adra2a	antagonist
APITOLISIB	Pik3r1	inhibitor
LINIFANIB	Kdr	inhibitor
TIOTROPIUM (CHEMBL1900528)	Chrm1	antagonist
IDELALISIB	Pik3cg	inhibitor
PF-03814735	Aurka	inhibitor
ISOFLURANE	Gabrb3	positive_allosteric_modulator
DABIGATRAN	F2	inhibitor
CILOSTAZOL	Pde3b	inhibitor
Seridopidine	Drd2	modulator
SEROTONIN	Htr1b	agonist
NALTRINDOLE	Oprk1	antagonist
CRIZOTINIB	Ros1	inhibitor
FLAVOXATE HYDROCHLORIDE	Pde8b	inhibitor
CHEMBL499968	Kcnn2	activator
BOSUTINIB	Src	inhibitor
AGOMELATINE	Htr2c	antagonist
HALOTHANE	Cckbr	agonist
DOCETAXEL HYDRATE	Tubb3	inhibitor
BENOXINATE HYDROCHLORIDE	Scn10a	blocker
FLUOXETINE HYDROCHLORIDE	Htt	inhibitor
AMINOPHYLLINE	Pde4b	inhibitor
GSK-690693	Akt1	inhibitor
ISOGUVACINE	Gabra2	agonist
CHEMBL1828986	Brd2	inhibitor
LINIFANIB	Cdk8	inhibitor
CHEMBL283206	Cnr1	agonist
NINTEDANIB	Fyn	inhibitor
CHEMBL1236539	Crhr2	agonist
CHEMBL1946409	Pparg	agonist
CHEMBL101690	Htr1f	agonist
TRIFLUOPERAZINE	Drd2	antagonist
FASUDIL	Rock1	inhibitor
OMECAMTIV MECARBIL	Myl3	activator
CHEMBL523411	Braf	inhibitor
CHEMBL225155	S1pr2	agonist
NORADRENALINE	Adra1a	agonist
TRIAMTERENE	Scnn1b	blocker
RITANSERIN	Htr2a	antagonist
WX-037	Pik3r1	inhibitor
KW-2449	Abl1	inhibitor
METERGOLINE	Htr1b	antagonist
GUANIDINE HYDROCHLORIDE	Kcnq4	blocker
VATALANIB	Flt4	inhibitor
LORAZEPAM	Gabre	positive_allosteric_modulator
METHYLPHENIDATE HYDROCHLORIDE	Slc6a3	inhibitor
RILOTUMUMAB	Hgf	antibody
CHOLINE FENOFIBRATE	Ppara	agonist
BORTEZOMIB	Psma5	inhibitor
PIPECURONIUM BROMIDE	Chrna1	antagonist
ALOISINE	Zap70	inhibitor
AME-133v	Itgb2	inhibitor
PAZOPANIB	Flt1	inhibitor
DACTOLISIB	Pik3ca	inhibitor
DOVITINIB	Fgfr3	inhibitor
LINOPIRDINE	Kcnq4	channel_blocker
CHLOROTRIANISENE	Esr2	modulator
DACINOSTAT	Hdac6	inhibitor
THIAMYLAL SODIUM	Gabrg1	positive_allosteric_modulator
SILDENAFIL	Slco1b2	inhibitor
AZD1386	Trpv1	antagonist
TAK-715	Mapk14	inhibitor
LY-3023414	Pik3cb	inhibitor
CHEMBL23296	Nr1h3	agonist
DESVENLAFAXINE FUMARATE	Nat2	inhibitor
CHEMBL417149	Casp3	inhibitor
ETHOSUXIMIDE	Cacna1i	blocker
PF-04217903	Met	inhibitor
CHEMBL407217	Amh	channel_blocker
BUMETANIDE	Slc12a2	inhibitor
QUINIDINE SULFATE	Scn10a	blocker
A-119637	Adra1b	antagonist
OXYTOCIN	Chrna10	antagonist
QUINAPRIL HYDROCHLORIDE	Ace	inhibitor
CHEMBL1590266	Htr1a	agonist
NECA	Adora1	agonist
GATIFLOXACIN	Top2b	inhibitor
DIPIVEFRIN HYDROCHLORIDE	Adra1b	agonist
TACEDINALINE	Hdac3	inhibitor
CHLORPROMAZINE	Drd5	antagonist
CLOZAPINE	Chrm1	allosteric_modulator
NALUZOTAN	Htr1a	agonist
CHEMBL3187503	Grpr	agonist
DILTIAZEM MALATE	Cacna1d	blocker
INTERFERON ALFA-N1	Ifnar2	binder
EPINEPHRINE	Adra1a	agonist
CHEMBL130715	Chrm1	agonist
MOTESANIB DIPHOSPHATE	Kit	inhibitor
VANDETANIB	Epha10	inhibitor
METIPRANOLOL HYDROCHLORIDE	Adrb2	antagonist
IPRATROPIUM	Chrm1	antagonist
OSIMERTINIB	Egfr	inhibitor
SUCCINYLCHOLINE CHLORIDE	Chrng	agonist
ALPELISIB	Pik3r6	inhibitor
BROLAMFETAMINE	Htr2a	agonist
IMAGABALIN	Cacna1i	modulator
MEFLOQUINE	Bdkrb1	antagonist
QUINIDINE SULFATE	Scn3a	blocker
BERUBICIN HYDROCHLORIDE	Top2b	inhibitor
CENDERITIDE	Dlx3	agonist
CIMETIDINE HYDROCHLORIDE	Hrh2	antagonist
AZD-0424	Abl1	inhibitor
LEBRIKIZUMAB	Il13	inhibitor
NEOSTIGMINE METHYLSULFATE	Ache	inhibitor
CHEMBL2164243	Kdm7a	inhibitor
SNS-314	Aurkb	inhibitor
COBIMETINIB	Map2k7	inhibitor
LINIFANIB	Flt4	inhibitor
CHEMBL37807	Ednrb	antagonist
LESTAURTINIB	Ntrk2	inhibitor
METAPROTERENOL SULFATE	Adrb2	agonist
VERAPAMIL	Cacna1d	channel_blocker
TADOCIZUMAB	Itgb3	antagonist
PERGOLIDE	Htr1b	agonist
IMIDAPRIL	Ace	inhibitor
INDIBULIN	Tuba1b	inhibitor
SUCCINIC ACID	Aldh5a1	inhibitor
INTERFERON ALFA-N3	Ifnar2	agonist
TC-6499	Chrnb2	agonist
CHEMBL506495	Galr1	agonist
DASATINIB	Sik3	inhibitor
BRL-15,572	Htr2c	agonist
TESTOLACTONE	Cyp19a1	inhibitor
LEPIRUDIN	F2	inhibitor
ZIPRASIDONE	Htr2a	antagonist
PENTOXIFYLLINE	Pde6b	inhibitor
TESEVATINIB	Flt4	inhibitor
MK-5108	Aurka	inhibitor
STRYCHNINE	Chrm2	allosteric_modulator
PF-06372865	Gabra6	agonist
CHEMBL2069623	Csnk1e	inhibitor
SNS-314	Aurka	inhibitor
HALOTHANE	Gabrg3	positive_allosteric_modulator
DELMITIDE	Tnf	inhibitor
TIMOLOL MALEATE	Adrb1	antagonist
URELUMAB	Tnfrsf9	antibody
DICHLORPHENAMIDE	Car1	inhibitor
QUIZARTINIB	Flt3	inhibitor
CHEMBL10009	Mtnr1a	agonist
VORTIOXETINE	Htr5a	antagonist
ERLOTINIB	Egfr	inhibitor
MM-121	Erbb3	antibody
SARACATINIB	Bcr	inhibitor
PARGYLINE HYDROCHLORIDE	Maoa	inhibitor
TANDUTINIB	Kit	inhibitor
AZELAIC ACID	Vipr1	antagonist
AZILSARTAN	Agtr1b	antagonist
PLECANATIDE	Gucy2c	agonist
DIPYRIDAMOLE	Pde7a	inhibitor
PAZOPANIB	Pdgfrb	inhibitor
CHEMBL1416728	Mchr1	agonist
AZD-4547	Akt3	inhibitor
TERLIPRESSIN	Avpr1a	stimulator
PILARALISIB (CHEMBL3218575)	Pik3c2b	inhibitor
BKT140	Cxcr4	antagonist
PF-04691502	Pik3r5	inhibitor
CHEMBL1517556	Grm1	allosteric_modulator
ACALABRUTINIB	Lyn	inhibitor
SULUKAST	Cysltr1	antagonist
METHYSERGIDE MALEATE	Htr2c	antagonist
AZD-4547	Kdr	inhibitor
CHEMBL1255588	Htr2a	antagonist
CRENOLANIB	Pdgfrb	inhibitor
Derenofylline	Adora1	antagonist
ALISERTIB	Aurka	inhibitor
Sulfatinib	Kdr	inhibitor
RELCOVAPTAN	Avpr1a	antagonist
VATALANIB	Flt4	inhibitor
AS-703988	Map2k1	inhibitor
CHLOROPROCAINE HYDROCHLORIDE	Scn4a	blocker
ESTAZOLAM	Chrm1	allosteric_modulator
ORPHENADRINE CITRATE	Grin1	antagonist
MARGETUXIMAB	Erbb2	inhibitor
CHLORPROMAZINE	Drd3	antagonist
CHEMBL592652	Ppard	antagonist
ISOTHIPENDYL	Cckbr	agonist
CHEMBL239767	Drd2	antagonist
DRONEDARONE	Kcna5	blocker
PLERIXAFOR	Ackr3	agonist
FENFLURAMINE	Tph1	inhibitor
PIOGLITAZONE	Trpm3	channel_blocker
BELINOSTAT	Hdac7	inhibitor
ALPELISIB	Pik3ca	inhibitor
NELIVAPTAN	Avpr1b	antagonist
OLANZAPINE PAMOATE	Drd3	antagonist
PHENYLBUTAZONE	Ptgs2	inhibitor
SOMATOSTATIN	Sstr1	agonist
PANOBINOSTAT LACTATE	Hdac3	inhibitor
Ro-154513	Gabra4	allosteric_modulator
PROCYCLIDINE	Kcna3	channel_blocker
CHEMBL100014	Hdac8	inhibitor
DOCETAXEL HYDRATE	Tubb6	inhibitor
ETROLIZUMAB	Itgb7	inhibitor
NORGESTIMATE	Pgr	agonist
FASIGLIFAM	Ffar1	positive_allosteric_modulator
MITOXANTRONE DIHYDROCHLORIDE	Top2a	inhibitor
RUCAPARIB	Parp2	inhibitor
BUPARLISIB	Pik3r2	inhibitor
SNS-314	Aurkc	inhibitor
FLUFENAMIC ACID	Gjc2	inhibitor
CHEMBL260563	Adora2a	agonist
VOSORITIDE	Npr2	agonist
TOPIRAMATE	Grik1	antagonist
TESAGLITAZAR	Ppara	agonist
LIDOCAINE	Scn5a	blocker
APOMORPHINE	Htr2c	antagonist
CEFPIRAMIDE	Rara	antagonist
AFURESERTIB	Akt3	inhibitor
NINTEDANIB	Flt4	inhibitor
GABAZINE	Gabra1	antagonist
TG100-801	Src	inhibitor
TESEVATINIB	Ephb4	inhibitor
IPRATROPIUM	Chrm4	antagonist
METHADYL ACETATE	Oprm1	agonist
QUERCETIN	Prkce	inhibitor
CROLIBULIN	Tuba1c	inhibitor
HALOTHANE	Gabra5	positive_allosteric_modulator
IDOXURIDINE	P2ry12	antagonist
GABAPENTIN	Cacng7	modulator
AMINOLEVULINIC ACID	Alad	inhibitor
PLINABULIN	Tubb6	inhibitor
EPROTIROME	Thrb	agonist
X-396	Alk	inhibitor
UTOMILUMAB	Tnfrsf9	antibody
PALBOCICLIB	Cdk4	inhibitor
PRALATREXATE	Dhfr	inhibitor
CHEMBL140784	Grin2c	agonist
PRAVASTATIN SODIUM	Hmgcr	inhibitor
CHEMBL120768	Scn9a	channel_blocker
CONBERCEPT	Vegfc	inhibitor
DIMENHYDRINATE	Hrh1	antagonist
SURINABANT	Cnr1	antagonist
ORPHENADRINE CITRATE	Scn4a	blocker
DALFAMPRIDINE	Kcng1	blocker
SCOPOLAMINE	P2ry1	antagonist
ONALESPIB	Hsp90aa1	inhibitor
CUDC-101	Hdac3	inhibitor
GSK-579289A	Plk1	inhibitor
VEPALIMOMAB	Aoc3	inhibitor
FLUOXYMESTERONE	Ar	agonist
OPROZOMIB	Psmb5	inhibitor
NRX-1074	Grin3a	partial_agonist
LETAXABAN	F10	inhibitor
PONATINIB	Fgfr2	inhibitor
COPANLISIB	Pik3cg	inhibitor
ELPETRIGINE	Cacna1d	blocker
LORAZEPAM	Gabrg2	positive_allosteric_modulator
AT-7519	Cdk9	inhibitor
MIDOSTAURIN	Pdgfra	inhibitor
CHEMBL523411	Braf	inhibitor
SONOLISIB	Pik3r4	inhibitor
VANDETANIB	Tek	inhibitor
CHEMBL133455	Htr2b	agonist
DARIFENACIN HYDROBROMIDE	Chrm2	antagonist
SARIZOTAN	Drd4	agonist
AMILORIDE	Scnn1a	blocker
MEPHENYTOIN	Scn2a	blocker
MEPROBAMATE	Gabra2	agonist
APABETALONE	Brd2	antagonist
OXYBUTYNIN	Chrm2	antagonist
PICTILISIB	Pik3r2	inhibitor
BNTX	Oprk1	antagonist
DANUSERTIB	Aurkc	inhibitor
DYCLONINE	Scn5a	blocker
GANIRELIX ACETATE	Gnrhr	antagonist
VINORELBIN DITARTRATE	Tubb1	inhibitor
TRASTUZUMAB	Erbb2	antibody
ABEXINOSTAT	Hdac1	inhibitor
NERISPIRDINE	Scn1a	blocker
ROMIDEPSIN	Hdac8	inhibitor
DESFLURANE	Gabra6	positive_allosteric_modulator
TRASTUZUMAB EMTANSINE	Erbb2	inhibitor
CHEMBL108468	Plau	inhibitor
FISPEMIFENE	Esr1	modulator
DALOTUZUMAB	Igf1r	inhibitor
XL-228	Fgfr2	inhibitor
NILUTAMIDE	Ar	antagonist
ENMD-2076	Aurkb	inhibitor
SECRETIN	Sctr	binder
Roniciclib	Cdk6	inhibitor
ETARACIZUMAB	Itgb1	antibody
PEGINTERFERON BETA-1A	Ifnar1	agonist
ETHOXZOLAMIDE	Car7	inhibitor
PRUCALOPRIDE	Htr4	agonist
CALCITONIN SALMON	Calcr	agonist
VOXTALISIB	Pik3r1	inhibitor
DIHYDROCODEINE BITARTRATE	Oprm1	agonist
PROPYLTHIOURACIL	Tpo	inhibitor
DECERNOTINIB	Jak3	inhibitor
BMS-754807	Insr	inhibitor
CLOZAPINE	Drd2	antagonist
TRIFLUOPERAZINE	Htr2c	antagonist
P-1037	Scnn1a	blocker
PAZOPANIB	Kit	inhibitor
GEMCITABINE HYDROCHLORIDE	Rrm2b	inhibitor
TOLAZOLINE HYDROCHLORIDE	Adra2a	antagonist
SORAFENIB	Fgfr1	inhibitor
BORTEZOMIB	Psma5	inhibitor
CHEMBL77862	Gria2	allosteric_modulator
CHEMBL1628667	Chrm4	antagonist
LATANOPROSTENE BUNOD	Ptgfr	agonist
CHEMBL219160	Adora1	antagonist
TRYPTAMINE	Htr1b	agonist
CHEMBL20963	Htr2c	agonist
CHEMBL1213492	Hdac7	inhibitor
MOLINDONE HYDROCHLORIDE	Drd2	antagonist
CP-459632	Fgfr2	inhibitor
ACETYLDIGITOXIN	Atp1a1	inhibitor
OXYMETAZOLINE HYDROCHLORIDE	Adra1a	agonist
PICROTOXIN	Gabrg3	channel_blocker
CEDIRANIB	Pdgfra	inhibitor
CARFILZOMIB	Psme3	inhibitor
CHEMBL319757	Adcy6	agonist
DIPYRIDAMOLE	Pde6d	inhibitor
AZD-8055	Akt1s1	inhibitor
PROPOFOL	Gabrg3	positive_allosteric_modulator
BAFETINIB	Lyn	inhibitor
FENOLDOPAM	Drd1	agonist
PONATINIB	Ret	inhibitor
ISONIPECOTIC ACID	Gabra2	agonist
ERIBULIN MESYLATE	Tubb5	inhibitor
DACTOLISIB	Pik3cg	inhibitor
SAXAGLIPTIN	Dpp4	inhibitor
VORTIOXETINE	Htr1b	agonist
BENOXINATE HYDROCHLORIDE	Scn2a	blocker
cA2	Ryr3	activator;antagonist
FORMOTEROL	Adrb2	agonist
CARBAMAZEPINE	Scn1a	blocker
INSULIN SUSP ISOPHANE PURIFIED BEEF	Insr	agonist
UNDECANOATE	Nek2	inhibitor
DOXERCALCIFEROL	Vdr	antagonist
HYDROCODONE	Oprm1	agonist
LIXIVAPTAN	Avpr2	antagonist
IRAMPANEL	Scn1a	blocker
ETHYLKETOCYCLAZOCINE	Oprd1	agonist
ME-344	Ndufs8	inhibitor
OSI-027	Mtor	inhibitor
SIMVASTATIN	Hmgcr	inhibitor
cA2	Casr	agonist
BUTABARBITAL SODIUM	Gabrg1	positive_allosteric_modulator
CHEMBL1162174	P2ry6	agonist
BMS-387032	Cdk9	inhibitor
Sulfatinib	Flt1	inhibitor
PILOCARPINE	Chrm3	agonist
ELSIGLUTIDE	Glp2r	agonist
ETAZOLATE	Gabrb3	positive_allosteric_modulator
SURAMIN	P2ry13	antagonist
NAVITOCLAX	Bcl2l1	inhibitor
PROPRANOLOL	Slc10a1	inhibitor
SUNITINIB MALATE	Flt4	inhibitor
PWT-33587	Pik3r1	inhibitor
CHEMBL24781	Oxtr	antagonist
CHEMBL545050	Slc6a1	inhibitor
CDP840	Pde4a	inhibitor
(R)-CYSTEINE	Taar1	agonist
ASM-024	Chrna3	antagonist
CHEMBL606240	P2ry12	antagonist
ALFUZOSIN	Adra1d	antagonist
LY-3009120	Raf1	inhibitor
REPAGLINIDE	Abcc8	blocker
CHEMBL435402	P2ry12	agonist
PICLOZOTAN	Htr1a	agonist
AMATUXIMAB	Msln	inhibitor
TRIFLUPROMAZINE HYDROCHLORIDE	Drd2	antagonist
ASENAPINE (CHEMBL3187365)	Htr2a	antagonist
ASK-8007	Spp1	inhibitor
DESVENLAFAXINE	Slc6a4	inhibitor
INOLIMOMAB	Il2rb	antagonist
BUTALBITAL	Gabrb1	positive_allosteric_modulator
CHEMBL1784904	P2ry4	agonist
CARFILZOMIB	Psmd10	inhibitor
PROPYLPYRAZOLETRIOL	Esr1	agonist
CERTOLIZUMAB PEGOL	Tnf	antibody
ULIPRISTAL	Pgr	modulator
CROFELEMER	Ano1	blocker
CHEMBL364804	Ptgs2	inhibitor
PHENACYL CHLORIDE	Trpa1	activator
THIOPENTAL SODIUM	Gabra1	positive_allosteric_modulator
ROPIVACAINE HYDROCHLORIDE	Scn9a	blocker
CLOFILIUM	Kcnt2	channel_blocker
LEVONORGESTREL	Pgr	agonist
RESERPINE	Slc18a1	inhibitor
BUFOTENINE	Htr2a	antagonist
PRIMIDONE	Scn2a	blocker
URIDINE TRIPHOSPHATE	P2ry4	agonist
LY-2382770	Tgfb1	inhibitor
METHARBITAL	Gabra3	positive_allosteric_modulator
CANAGLIFLOZIN HYDRATE	Slc5a2	inhibitor
NV-128	Ndufa5	inhibitor
EPINASTINE	Hrh1	antagonist
BUTALBITAL	Gabrq	positive_allosteric_modulator
FEDRATINIB	Jak2	inhibitor
VS-5584	Pik3r2	inhibitor
CHEMBL1518572	Gabra3	agonist
AZD1305	Cacna1f	blocker
TESTOSTERONE	Ar	agonist
HIMBACINE	Chrm5	antagonist
BEGACESTAT	Psenen	inhibitor
PHENYTOIN	Scn5a	blocker
NALTREXONE	Oprd1	antagonist
ALPROSTADIL	Catsper2	activator
CASOPITANT	Spr	antagonist
CHEMBL285819	Adora2a	agonist
ABEXINOSTAT	Hdac5	inhibitor
2-METHYLHISTAMINE	Hrh4	agonist
TAK-715	Mapk14	inhibitor
ESMOLOL HYDROCHLORIDE	Adrb2	antagonist
CHEMBL323356	Htr2c	antagonist
AMRUBICIN HYDROCHLORIDE	Top2a	inhibitor
CHLORPROPAMIDE	Kcnj10	blocker
ANIRACETAM	Gria1	allosteric_modulator
CHEMBL514958	Adam17	inhibitor
OXAZEPAM	Pik3cb	inhibitor
RITANSERIN	Htr2b	antagonist
CHEMBL2181965	Adora1	antagonist
METHYL AMINOLEVULINATE	Fech	activator
LEXIBULIN	Tubb4b	inhibitor
AMYLIN	Tap2	agonist
MK-8033	Met	inhibitor
PYRAZINAMIDE	Fpr-rs3	agonist
RALFINAMIDE	Cacna1b	blocker
RITANSERIN	Serpina3n	antagonist
LEVALLORPHAN	Chrna2	antagonist
IVABRADINE	Hcn3	channel_blocker
AZD-4547	Igf1r	inhibitor
ATEZOLIZUMAB	Cd274	antibody
LORAZEPAM	Gabra5	positive_allosteric_modulator
