from	to	type
INDIBULIN	S1PR3	agonist
CHLOROPHENYLPIPERAZINE	HTR1D	antagonist
METFORMIN HYDROCHLORIDE	NDUFA1	inhibitor
AMOXAPINE	DRD3	antagonist
DEXTROAMPHETAMINE SULFATE	SLC18A2	inhibitor
MILAMELINE	CHRM1	agonist
URAPIDIL	SSTR2	agonist
AMITRIPTYLINE	CHRM3	antagonist
CLOFILIUM	KCNA5	channel_blocker
LYSERGIDE	HTR2A	agonist
SERTINDOLE	HTR2C	antagonist
SOBETIROME	CHRM1	agonist
8-OH-DPAT	HTR1A	agonist
CHEMBL134519	HTR2C	agonist
CARIPRAZINE HYDROCHLORIDE	DRD3	modulator
RS-102,221	HTR2B	antagonist
CHEMBL313938	SSTR3	agonist
ASENAPINE (CHEMBL3187365)	HTR1E	agonist
RENZAPRIDE	NAT1	agonist
CHEMBL329383	HTR6	antagonist
GLUCAGON	GLP1R	agonist
GSK-9578	PPARD	agonist
CHEMBL2052017	SSTR2	agonist
CHEMBL437723	OPRL1	agonist
VANDETANIB	EPHA8	inhibitor
PILOCARPINE	CHRM1	agonist
OSPEMIFENE	ESR1	modulator
CHEMBL473186	HTR2A	antagonist
BEVACIZUMAB	VEGFA	antibody
ZOTEPINE	HTR1D	antagonist
FLECAINIDE	KCNA5	channel_blocker
PHENYLPYRUVATE	NPFFR1	agonist
NARATRIPTAN	HTR1F	agonist
CCX354	CCR1	antagonist
ZINC ION	ADRB2	allosteric_modulator
TRANDOLAPRIL	ACE	inhibitor
FASIGLIFAM	FFAR1	agonist
ADIPIPLON	GABRG1	partial_agonist
DENOSUMAB	TNFSF11	antibody
ATRACURIUM BESYLATE	CHRND	antagonist
CALCITONIN	RAMP3	agonist
NAPROXEN	ROS1	inhibitor
HALOPERIDOL	HTR2A	antagonist
XANOMELINE	HTR2A	antagonist
HALOPERIDOL	DRD3	inverse_agonist
PIMOZIDE	DRD5	antagonist
SONEDENOSON	ADORA2A	agonist
PROTRIPTYLINE	CNR1	agonist
CHEMBL343357	CHRM4	allosteric_modulator
LISINOPRIL HYDRATE	ACE	inhibitor
CILOBRADINE	HCN2	channel_blocker
CLOPROSTENOL (CHEMBL2220404)	PTGER1	agonist
IRALUKAST	CYSLTR2	antagonist
GABAZINE BROMIDE	DRD3	antagonist
BUPROPION HYDROBROMIDE	NAT1	inhibitor
BATIMASTAT	MMP1	inhibitor
ROMOSOZUMAB	SOST	inhibitor
TAMOXIFEN	ESR1	antagonist
Roniciclib	CDKN3	inhibitor
QAX-576	IL13	inhibitor
PRINOMASTAT	MMP9	vaccine
TORALIZUMAB	CD40LG	inhibitor
BUNOLOL (CHEMBL293030)	F2RL1	agonist
ANATIBANT	BDKRB2	antagonist
MEQUITAZINE	HRH1	antagonist
DESLORELIN	GNRHR	agonist
NEMONAPRIDE	DRD3	antagonist
VANDETANIB	EPHA5	inhibitor
CABERGOLINE	HTR2A	agonist
CODEINE SULFATE	OPRD1	agonist
CHEMBL466253	CHRM5	allosteric_modulator
DOTHIEPIN (CHEMBL1492500)	CHRM3	antagonist
ADALIMUMAB	TNF	inhibitor
CHEMBL320642	GRIA1	allosteric_modulator
PROPAFENONE	KCNA5	channel_blocker
FIBRINOLYSIN, HUMAN	FGA	inhibitor
TALNETANT	TACR3	antagonist
ESTROGENS, ESTERIFIED	ESR1	agonist
GALANIN	GALR2	agonist
METHYLERGONOVINE	HTR2A	agonist
TEDATIOXETINE	HTR3E	antagonist
SERINE	GPRC6A	agonist
CHEMBL222002	MMP13	inhibitor
TREPROSTINIL	PTGER1	agonist
DESMOPRESSIN ACETATE	AVPR1A	agonist
CHEMBL279453	CHRM5	antagonist
SPIRAPRIL	ACE	inhibitor
NALUZOTAN	HTR1A	agonist
YOHIMBINE	HTR2B	antagonist
CHEMBL429392	MTNR1A	antagonist
METOCLOPRAMIDE	HTR3B	antagonist
CHEMBL598952	GUCY1A2	inhibitor
PRAZEPAM	GABRQ	positive_allosteric_modulator
QUINELORANE	DRD3	agonist
Modimelanotide	MC3R	agonist
CHEMBL222418	GRIA1	antagonist
BERTILIMUMAB	CCL11	inhibitor
PHENOXYBENZAMINE HYDROCHLORIDE	GALR2	agonist
DIPYRIDAMOLE	PDE7B	inhibitor
RAUWOLFIA SERPENTINA (CHEMBL3559672)	ADRA2B	antagonist
SCH-23390	DRD5	antagonist
OLANZAPINE	HTR1F	agonist
THIORIDAZINE	DRD1	antagonist
CYCLOBENZAPRINE HYDROCHLORIDE	HTR2C	antagonist
RELCOVAPTAN	AVPR1A	antagonist
OLANZAPINE	HTR2C	antagonist
PHENTOLAMINE MESYLATE	ADRA2A	antagonist
CHEMBL185951	HRH4	antagonist
INFLIXIMAB	TNF	antibody
NERELIMOMAB	TNF	inhibitor
SEROTONIN	DRD1	agonist
SB-222200	TACR3	antagonist
TAK-593	FLT1	inhibitor
CLOZAPINE	HTR1D	agonist
CHEMBL89852	ADORA2A	antagonist
OMEPRAZOLE MAGNESIUM	ATP4B	inhibitor
TAMOXIFEN	ESR1	agonist;antagonist
IC14	CD14	inhibitor
AMINOLEVULINIC ACID	HTR1B	allosteric_modulator
CHEMBL2393201	P2RY1	antagonist
ZOTEPINE	SLC6A2	inhibitor
CHEMBL2206331	CHRM3	allosteric_modulator
AXITINIB	FLT1	inhibitor
VORTIOXETINE	HTR2A	antagonist
TOLTERODINE	CHRM5	antagonist
MOSAPRIDE	NAT1	agonist
ACETYLCHOLINE	CHRM4	agonist
NINTEDANIB	FLT1	inhibitor
TERGURIDE	HTR2A	agonist
XANOMELINE	CHRM4	agonist
IMAGABALIN	CACNG3	modulator
TESEVATINIB	FLT1	inhibitor
TAS-119	AURKA	inhibitor
FILANESIB	KIF11	inhibitor
TAPENTADOL HYDROCHLORIDE	NAT1	inhibitor
ISOFLURANE	GABRQ	positive_allosteric_modulator
DEXMEDETOMIDINE HYDROCHLORIDE	ADRA2A	agonist
GW501516	PPARD	agonist
GABAPENTIN ENACARBIL	CACNA1S	modulator
GSK163090	HTR1B	antagonist
DINOPROSTONE	PTGER2	agonist
NAFAMOSTAT	TNF	antibody
CHEMBL14276	HTR2A	antagonist
(R,S)-AMPA	GRIA1	agonist
CHEMBL506999	HTR2B	agonist
RG-1530	AURKA	inhibitor
BRL-15,572	HTR1D	agonist
ATENOLOL	ADRB1	antagonist
VAPREOTIDE	SSTR2	agonist
PYRILAMINE MALEATE	HRH1	antagonist
CHEMBL111545	ADORA2A	antagonist
ARHALOFENATE	SLC22A12	inhibitor
MOLINDONE	HTR2A	antagonist
CHEMBL525028	VIPR2	agonist
CHEMBL26736	DRD1	agonist
TUBOCURARINE	HTR3B	antagonist
LURASIDONE	ADRA2A	antagonist
GUANFACINE HYDROCHLORIDE	ADRA2C	agonist
ALSEROXYLON	ADRA2C	antagonist
LASMIDITAN	HTR1F	agonist
PYRILAMINE	HRH1	antagonist
AZILSARTAN	AGTR2	antagonist
CGP-12177	ADRB2	antagonist
CHEMBL3286797	PTGER2	antagonist
ASPIRIN	HTR2B	agonist
SIPLIZUMAB	CD2	inhibitor
ZALEPLON	GPR17	agonist
PERGOLIDE	HTR2A	agonist
METHOHEXITAL SODIUM	GABRQ	positive_allosteric_modulator
DUTASTERIDE	SRD5A2	inhibitor
CORTICOTROPIN	MC4R	agonist
OCTREOTIDE	SSTR2	agonist
CLOMIPHENE CITRATE	ESR1	modulator
AMITRIPTYLINE	CHRM4	antagonist
CHEMBL513994	HTR2B	antagonist
BEPRIDIL HYDROCHLORIDE	CACNA1B	blocker
CHEMBL1765119	P2RY2	agonist
NORADRENALINE	DRD1	agonist
CLORAZEPATE DIPOTASSIUM	GABRG1	positive_allosteric_modulator
IXAZOMIB CITRATE	PSMB7	inhibitor
CHEMBL20963	HTR1B	agonist
DIPHEMANIL METHYLSULFATE	CHRM3	antagonist
ABT-288	HRH3	antagonist
8-OH-DPAT	HTR1D	agonist
Ibodutant	TACR2	antagonist
APOMORPHINE	DRD5	agonist
DALFAMPRIDINE	KCNC3	blocker
Siponimod	S1PR3	agonist
YOHIMBINE	HTR1E	antagonist
SEROTONIN	HTR3B	agonist
PHENELZINE	SUCNR1	agonist
D-LACTIC ACID	HCAR1	agonist
DICLOXACILLIN	GUCY2F	activator
CLONIDINE	ADRA2C	agonist
TRYPTAMINE	HTR2B	agonist
TOREMIFENE CITRATE	ESR1	modulator
QUIPAZINE	HTR2C	agonist
LASMIDITAN	HTR1F	agonist
CHEMBL3184070	CCKAR	agonist
HALOPERIDOL	HTR2B	antagonist
PROPRANOLOL HYDROCHLORIDE	ADRB2	antagonist
CHEMBL191971	HTR1B	antagonist
PUTRESCINE	FPR3	agonist
MK-0249	HRH3	inverse_agonist
QUETIAPINE	SLC6A2	inhibitor
GALANIN	GALR3	agonist
DULOXETINE	HTR2C	antagonist
TETRAHYDROZOLINE HYDROCHLORIDE	ADRA2A	agonist
SEGLITIDE	SSTR5	agonist
LY2940094	OPRL1	antagonist
DULOXETINE HYDROCHLORIDE	NAT1	inhibitor
CHEMBL22778	HTR1A	antagonist
LANREOTIDE	SSTR2	agonist
ALBUTEROL	ADRB2	agonist
(R)-PIA	ADORA2A	agonist
DIPYRIDAMOLE	PDE6H	inhibitor
NW-3509	SCN10A	blocker
FLUOCINONIDE	SERPINA6	binder
URIDINE DIPHOSPHATE GLUCOSE	MMP15	inhibitor
APOMORPHINE	ADRA2A	agonist
GABAPENTIN	CACNG5	modulator
CHEMBL296908	AVPR1A	antagonist
LIRILUMAB	KIR2DL3	inhibitor
CEBRANOPADOL	OPRD1	agonist
N6-CYCLOPENTYLADENOSINE	ADORA2A	agonist
IPH-2101	KIR2DL2	inhibitor
OLANZAPINE	DRD3	antagonist
EPINEPHRINE	ADRB1	agonist
CENISERTIB	AURKA	inhibitor
CHEMBL429731	PRLHR	agonist
Roniciclib	CDK20	inhibitor
PILOCARPINE	ABL1	inhibitor
INTERFERON BETA-1A	IL13	inhibitor
POZANICLINE	CHRNA5	partial_agonist
CHEMBL299799	MLNR	agonist
METHDILAZINE	C5AR2	agonist
(S)-PIA	ADORA2A	agonist
SRX246	AVPR1A	antagonist
COBICISTAT	CYP3A7	inhibitor
OTENZEPAD	CHRM4	antagonist
ACETOHYDROXAMIC ACID	RXFP3	agonist
PIMOZIDE	SRMS	inhibitor
FLUPHENAZINE	DRD1	antagonist
CHEMBL2078915	HTR2A	antagonist
RS-102,221	HTR2C	antagonist
SETMELANOTIDE	MC4R	agonist
BELIMUMAB	TNFSF13B	inhibitor
MAGNESIUM	KCNJ14	inhibitor
ROPINIROLE	C1QB	inhibitor
RELENOPRIDE	HTR2A	agonist
[3H]-ZM-241385	ADORA2A	antagonist
CHEMBL191751	OPRD1	antagonist
RALFINAMIDE	GRIN2D	antagonist
CHEMBL153057	PPARD	agonist
PIRIBEDIL (CHEMBL1371770)	HTR1A	agonist
ATACICEPT	TNFSF13B	inhibitor
AGATOLIMOD	TLR9	agonist
5-METHOXYTRYPTAMINE	HTR1D	agonist
TRIMIPRAMINE MALEATE	HTR2A	antagonist
CHEMBL188528	ESR1	agonist
PRILOCAINE	SCN10A	blocker
DENUFOSOL	P2RY4	agonist
Afacifenacin	CHRM1	antagonist
AZD2066	GRM5	modulator
OXAMNIQUINE	ITPKB	inhibitor
CHEMBL1161861	P2RY1	antagonist
SB-224289	HTR1B	antagonist
RIFAMPICIN	SLCO1B1	inhibitor
CHEMBL435278	NPY4R	agonist
CORTISTATIN-14	SSTR4	agonist
CHLORDIAZEPOXIDE HYDROCHLORIDE	GABRQ	positive_allosteric_modulator
ALNIDITAN	HTR1B	agonist
LORCASERIN	HTR2C	agonist
MARIZOMIB	PSMB7	inhibitor
CHEMBL396712	GRM1	allosteric_modulator
METHYSERGIDE	HTR2B	agonist
RS-102,221	HTR2A	antagonist
CLONIDINE	ADRA2B	agonist
PLACULUMAB	TNF	inhibitor
CHEMBL197194	IL17A	inhibitor
AZITHROMYCIN	VIPR2	agonist
CHEMBL291143	DRD1	agonist
CHEMBL277120	HTR1D	agonist
PROPAFENONE HYDROCHLORIDE	SCN10A	blocker
LINIFANIB	FLT1	inhibitor
PIMOZIDE	DRD1	antagonist
PASIREOTIDE PAMOATE	SSTR1	agonist
LITHOCHOLIC ACID	GPBAR1	agonist
NABOCTATE	CNR1	antagonist
SULFINPYRAZONE	GNRHR	agonist
PERGOLIDE	DRD5	agonist
SAR425899	GCGR	agonist
ARIPIPRAZOLE	HTR2A	agonist
IODOMELATONIN	MTNR1A	agonist
ROXINDOLE	HTR2C	antagonist
TM30339	NPY4R	agonist
CHEMBL2153191	HSD11B1	inhibitor
SERELAXIN	RXFP2	activator
LORAZEPAM	GHSR	antagonist
N-ACETYLGLUCOSAMINE	NAGLU	activator
LEUPROLIDE ACETATE	GNRHR	agonist
MIRTAZAPINE	ADRA2C	antagonist
PROPRANOLOL	HTR1A	antagonist
CHEMBL277120	HTR1A	agonist
PROTRIPTYLINE HYDROCHLORIDE	NAT1	inhibitor
DALFAMPRIDINE	KCND3	blocker
SEMAGLUTIDE	GLP1R	agonist
IMIPRAMINE HYDROCHLORIDE	NAT1	inhibitor
LY404039	GRM3	agonist
DOXYCYCLINE	NOS2	inhibitor
TARANABANT	CNR1	inverse_agonist
PREDNICARBATE	PLA2G1B	inducer
BINODENOSON	ADORA2A	agonist
BALANOL	PRKCG	inhibitor
PROPANOL	FPR2	agonist
HEXOCYCLIUM	CHRM3	antagonist
CHEMBL1257107	PTGDR	agonist
GLEMANSERIN	HTR2A	antagonist
CHEMBL316069	HTR2C	antagonist
HYDROCHLORIC ACID	CHRM3	antagonist
ORNITHINE	HCN4	channel_blocker
REGORAFENIB	FLT1	inhibitor
THALIDOMIDE	TNF	inhibitor
IODOPHENPROPIT	HRH4	antagonist
NICARDIPINE HYDROCHLORIDE	CACNA1S	blocker
DARAPLADIB	PLA2G7	inhibitor
DULOXETINE	HTR6	antagonist
CHEMBL3186227	BMPR1A	inhibitor
5-METHOXYTRYPTAMINE	HTR1E	agonist
TEMAZEPAM	GALR2	agonist
ANDECALIXIMAB	MMP9	inhibitor
QUINAPRILAT	ACE	inhibitor
CHEMBL264421	PTGDR	agonist
VILAZODONE	HRH1	agonist
CHEMBL559569	OPRL1	antagonist
TRIPROLIDINE HYDROCHLORIDE	HRH1	antagonist
CHEMBL435402	P2RY1	agonist
CHEMBL2158814	HRH1	antagonist
SEROTONIN	HTR2B	agonist
BRL-15,572	HTR1F	agonist
CHLORPROMAZINE	ADRA2A	antagonist
STRYCHNINE	CHRM4	allosteric_modulator
DICUMAROL	VKORC1	inhibitor
ATAGABALIN	CACNG4	modulator
FENOTEROL	ADRB2	agonist
IXABEPILONE	TUBB	inhibitor
LORCASERIN HYDROCHLORIDE	HTR2C	agonist
NORMORPHINE	OPRD1	agonist
CARBINOXAMINE	HRH1	antagonist
CHEMBL26736	DRD5	agonist
BENAZEPRIL	ACE	inhibitor
LABETALOL HYDROCHLORIDE	ADRB1	antagonist
TEZOSENTAN	EDNRB	antagonist
TRETINOIN	RORB	agonist;antagonist
DALFAMPRIDINE	KCNQ5	blocker
REGORAFENIB	FRK	inhibitor
CHEMBL1077819	CXCR3	antagonist
LINOPIRDINE	KCNQ5	channel_blocker
CHEMBL474991	GNRHR	antagonist
CHEMBL34453	GRM3	agonist
OSI-930	FLT1	inhibitor
MESTRANOL	ESR1	agonist
PHENOXYBENZAMINE	ADRA2B	antagonist
ARIPIPRAZOLE LAUROXIL	HTR1A	partial_agonist
PROPANTHELINE	CHRM4	antagonist
PF-04958242	GRIA1	positive_allosteric_modulator
ELPETRIGINE	CACNA1S	blocker
LIDOCAINE HYDROCHLORIDE	APLNR	agonist
CHEMBL1532240	GPR55	agonist
VERAPAMIL	KCNA10	channel_blocker
CHEMBL482796	FPR2	agonist
CORTICOTROPIN	MC3R	agonist
FOLINIC ACID	DRD3	antagonist
RAMELTEON	MTNR1A	agonist
METITEPINE	HTR1D	antagonist
MESORIDAZINE	HTR2C	antagonist
CHEMBL254575	GRM1	allosteric_modulator
ACETYLCHOLINE	CHRM4	agonist
BENZYLPENICILLOYL POLYLYSINE	FCER1G	binder
MILVETEROL HYDROCHLORIDE	ADRB2	agonist
CHEMBL25230	OPRD1	agonist
XYLAZINE	ADRA2B	agonist
METHYLDOPATE HYDROCHLORIDE	ADRA2C	agonist
GSK159802	ADRB2	agonist
SODIUM BICARBONATE	KCND3	blocker
DROLOXIFENE	ESR1	modulator
ULIMORELIN HYDROCHLORIDE	GHSR	agonist
METHICILLIN	GALR3	agonist
CHEMBL279453	CHRM4	antagonist
GONADORELIN	GNRHR	agonist
RAMATROBAN	PTGDR2	antagonist
CHEMBL266591	HTR1D	agonist
MOZAVAPTAN	AVPR1A	antagonist
TEDISAMIL	KCNB2	blocker
CHEMBL6616	HTR2B	agonist
ZM-241385	ADORA2A	antagonist
SOMATOSTATIN	SSTR5	agonist
DIPHENIDOL	CHRM4	antagonist
DORSOMORPHIN	FLT1	inhibitor
CHEMBL1917204	GP1BA	inhibitor
NEUROTENSIN	NTSR2	agonist
QUERCETIN	PRKCG	inhibitor
QUINUCLIDINYL BENZILATE	CHRM5	antagonist
LYSERGIDE	HTR6	agonist
IBUPROFEN	SLC5A8	inhibitor
REPARIXIN	CXCR2	allosteric_modulator
CHEMBL158578	TAAR1	agonist
CHEMBL484928	PDE7B	inhibitor
ELETRIPTAN	HTR1B	agonist
IMISOPASEM MANGANESE	ADORA2A	antagonist
BROMOCRIPTINE	HTR2A	agonist
CLOZAPINE	HTR1E	agonist
ACAMPROSATE CALCIUM	GRIN2D	antagonist
STRYCHNINE	CHRM5	allosteric_modulator
CAFFEINE, CITRATED	ADORA2A	antagonist
BITOLTEROL MESYLATE	ADRB2	agonist
BREMELANOTIDE	MC1R	agonist
MARIZOMIB	PSMB8	inhibitor
ORTATAXEL	TNF	inhibitor
SARACATINIB	ABL1	inhibitor
N,N-DIMETHYLTRYPTAMINE	HTR6	agonist
OLANZAPINE	HTR2A	antagonist
KETANSERIN	HTR2A	antagonist
FROVATRIPTAN SUCCINATE	HTR1D	agonist
OXYBUTYNIN CHLORIDE	CHRM3	antagonist
CHEMBL569864	EHMT2	inhibitor
CHEMBL267615	HTR6	agonist
DIGOXIN	ATP1B2	inhibitor
K-252A	CHRM1	allosteric_modulator
CHEMBL77862	GRIA1	allosteric_modulator
BREXPIPRAZOLE	HTR1A	partial_agonist
RISPERIDONE	HTR1E	antagonist
SUMATRIPTAN	HTR1D	agonist
APRACLONIDINE	AVPR1A	antagonist
FAMOTIDINE	HRH1	antagonist
PINDOLOL	ADRB2	agonist
MAZINDOL	NAT1	inhibitor
SABCOMELINE HYDROCHLORIDE	CHRM1	agonist
CHEMBL311626	F2R	antagonist
ANTIPYRINE	AVPR1A	antagonist
PIRENZEPINE	CHRM1	antagonist
AMLODIPINE BESYLATE	CACNA1S	blocker
LINIFANIB	TEK	inhibitor
RAPACURONIUM BROMIDE	CHRND	antagonist
OCTREOTIDE ACETATE	SSTR3	agonist
LUZINDOLE	MTNR1A	antagonist
CHEMBL265859	AVPR2	agonist
GUANIDINE HYDROCHLORIDE	KCNV2	blocker
BLONANSERIN	HTR2A	antagonist
CHEMBL450441	GALR2	agonist
PREGABALIN	CACNG6	modulator
HEXOCYCLIUM	CHRM5	antagonist
CHEMBL23296	PPARD	agonist
NAVITOCLAX	BCL2L1	inhibitor
BENZTROPINE MESYLATE	CHRM4	antagonist
RIMONABANT	GPR55	antagonist
VOLINANSERIN	HTR2A	antagonist
LESINURAD	SLC22A12	inhibitor
CHEMBL351231	HRH1	antagonist
ALPRAZOLAM	GABRG1	positive_allosteric_modulator
IMETIT	HRH4	agonist
NIACIN	HCAR2	agonist
NILOTINIB	ABL1	inhibitor
BROMOCRIPTINE	HTR2C	agonist
DIETHYLSTILBESTROL DIPHOSPHATE	ESR1	agonist
PROPIONIC ACID	FFAR2	agonist
PF-03654764	HRH3	antagonist
MIVACURIUM CHLORIDE	CHRND	antagonist
CHEMBL324017	DRD5	antagonist
ANANDAMIDE	CNR1	agonist
NORFLUOXETINE	HTR2B	antagonist
PHENYLPROPANOLAMINE HYDROCHLORIDE	OPRD1	agonist
SELETRACETAM	SV2A	binder
FLUOXETINE	HTR2B	antagonist
METFORMIN HYDROCHLORIDE	NDUFC2	inhibitor
CAFFEINE	ADORA2A	antagonist
ATAGABALIN	CACNG7	modulator
LY-379268	GRM3	agonist
NORADRENALINE	ADRB2	agonist
CHEMBL566340	PCSK5	inhibitor
LINOLEIC ACID	FFAR1	agonist
DESVENLAFAXINE SUCCINATE	NAT1	inhibitor
BROMOCRIPTINE	HTR1A	agonist
CHEMBL99521	CHRM1	agonist
SEVOFLURANE	GABRG1	positive_allosteric_modulator
RELAXIN	RXFP2	agonist
CHEMBL11348	MC5R	antagonist
CHEMBL332447	AVPR1A	agonist
CARBENOXOLONE	GJA1	inhibitor
DILTIAZEM	KCNA5	channel_blocker
PIRIBEDIL (CHEMBL1371770)	DRD3	agonist
TIPROLISANT	HRH1	antagonist
PYRAZINAMIDE	FPR3	agonist
SODIUM ORTHOVANAD	ITPR3	antagonist
CHEMBL279453	CHRM1	antagonist
THYMIDINE	HCAR2	agonist
SUBSTANCE P	TACR3	agonist
PREDNISOLONE ACETATE	FPR1	agonist
PHENTOLAMINE MESYLATE	ADRA2B	antagonist
RESERPINE	SLC18A2	blocker
ETHINYL ESTRADIOL	ESR1	agonist
PHENOXYBENZAMINE HYDROCHLORIDE	ADRA2C	antagonist
CHEMBL1254024	AVPR1A	antagonist
CHEMBL33884	NAT1	antagonist
GUANIDINE HYDROCHLORIDE	KCNF1	blocker
SEROTONIN	DRD5	agonist
NERISPIRDINE	KCNQ5	blocker
IXAZOMIB CITRATE	PSMB11	inhibitor
PROMETHAZINE	HRH1	antagonist
IXABEPILONE	TUBB	inhibitor
PHENYLARSINE OXIDE	HSD11B1	inhibitor
CHEMBL368161	C5AR1	antagonist
KETANSERIN	HTR1A	antagonist
RILAPLADIB	PLA2G7	inhibitor
TRIPITRAMINE	CHRM1	antagonist
ESTAZOLAM	GABRG1	positive_allosteric_modulator
SECRETIN	VIPR2	agonist
CARBENOXOLONE	PANX3	inhibitor
BOSUTINIB	ABL1	inhibitor
ISONIPECOTIC ACID	C3AR1	agonist
RANIBIZUMAB	FLT1	inhibitor
APLAVIROC HYDROCHLORIDE	CCR5	antagonist
DIMETHINDENE	HRH1	antagonist
LISURIDE	HTR1D	agonist
QUINUCLIDINYL BENZILATE	CHRM1	antagonist
METFORMIN HYDROCHLORIDE	NDUFS2	inhibitor
CHEMBL2169920	SMYD2	inhibitor
ALTIRATINIB	TEK	inhibitor
5-METHOXYTRYPTAMINE	HTR1B	agonist
ACRIVASTINE	HRH1	antagonist
OXCARBAZEPINE	SCN10A	blocker
AMISELIMOD HYDROCHLORIDE	S1PR3	modulator
OSI-930	FLT1	inhibitor
DIETHYLPROPION HYDROCHLORIDE	NAT1	inhibitor
ALPROSTADIL	PTGER2	agonist
QUETIAPINE	HTR1E	agonist
FLUTICASONE	ADRB2	agonist
RESCINNAMINE	SLC18A2	inhibitor
BRUCINE	CHRM5	allosteric_modulator
CHEMBL2403218	OPRL1	agonist
COENZYME_A	CHRM3	antagonist
CEP-5214	FLT1	inhibitor
VIPADENANT	ADORA2A	antagonist
PINDOLOL	HTR2A	agonist;antagonist
AZM-475271	ABL1	inhibitor
AT-9283	AURKA	inhibitor
PANTOPRAZOLE SODIUM	ATP4B	inhibitor
LACOSAMIDE	SCN10A	blocker
ALTIRATINIB	TEK	inhibitor
CHEMBL1908856	HTR1A	antagonist
OXYMETAZOLINE HYDROCHLORIDE	ADRA2C	agonist
DOBUTAMINE HYDROCHLORIDE	ADRB1	agonist
BROLAMFETAMINE	HTR2C	agonist
CHEMBL99951	KCNJ9	activator
JNJ-7777120	HRH4	antagonist
ELETRIPTAN	HTR1D	agonist
DICYCLOMINE HYDROCHLORIDE	CHRM1	antagonist
CLONIDINE HYDROCHLORIDE	ADRA2A	agonist
INDIBULIN	TUBA3E	inhibitor
DESLORATADINE	HRH1	antagonist
WARFARIN	VKORC1	inhibitor
SATAVAPTAN	AVPR2	antagonist
CHEMBL398110	CPB2	inhibitor
BAZEDOXIFENE ACETATE	ESR1	modulator
METHIMAZOLE	TPO	inhibitor
QUETIAPINE	HRH1	antagonist
URIDINE_DIPHOSPHATE	GPR17	agonist
NALTRIBEN	OPRD1	antagonist
LONAFARNIB	KRAS	inhibitor
HYDROCORTAMATE	PLA2G1B	inhibitor
NETOGLITAZONE	PPARD	agonist
MAZINDOL	SLC6A2	inhibitor
CNV2197944	CACNA1B	blocker
TRIFLUOPERAZINE HYDROCHLORIDE	HTR2C	antagonist
ATROPINE	CHRM1	antagonist
GUANIDINE HYDROCHLORIDE	KCNQ5	blocker
CHEMBL343357	CHRM1	allosteric_modulator
LEXIBULIN	TUBA3E	inhibitor
DIMENHYDRINATE	HRH1	antagonist
IBALIZUMAB	CD4	binder
DIGOXIN	ATP1B1	inhibitor
CHEMBL1084102	PLA2G2A	inhibitor
RIZATRIPTAN	HTR1A	agonist
CERLAPIRDINE	HTR6	antagonist
VANTICTUMAB	FZD2	antagonist
CHEMBL25414	HRH1	agonist
LYPRESSIN	AVPR2	agonist
AMITRIPTYLINE	HTR6	antagonist
ACETAMIDE	HTR2A	antagonist
CHEMBL580785	CHRM3	antagonist
CHEMBL1086657	HCAR2	agonist
ACETYLCHOLINE	CHRM5	agonist
CABERGOLINE	HTR2C	agonist
CROLIBULIN	TUBB	inhibitor
CHEMBL316069	HTR2B	antagonist
URIDINE_DIPHOSPHATE	P2RY6	agonist
ARECAIDINE PROPARGYL ESTER	AVPR2	antagonist
KETANSERIN	SLC18A2	inhibitor
IBALIZUMAB	CD4	inhibitor
PROSCILLARIDIN	GPR35	agonist
ENMD-981693	FRK	inhibitor
OXYPHENONIUM	CHRM1	antagonist
BOSENTAN	EDNRB	antagonist
CHEMBL2177609	HSD11B1	inhibitor
BEPRIDIL HYDROCHLORIDE	CACNG7	blocker
ORPHENADRINE (CHLORIDE)	HRH1	antagonist
CLOMIPHENE	ESR1	modulator
METHYLNALTREXONE	OPRD1	antagonist
LOPINAVIR	C5AR1	antagonist
NAPHAZOLINE HYDROCHLORIDE	ADRA2B	agonist
DEXTROAMPHETAMINE	TAAR1	agonist
PHENAZOPYRIDINE HYDROCHLORIDE	SCN10A	blocker
ZOTEPINE	HTR1B	antagonist
CX1739	GRIA1	positive_allosteric_modulator
BUTABARBITAL SODIUM	GABRQ	positive_allosteric_modulator
GUANIDINE HYDROCHLORIDE	KCNS1	blocker
NEBIVOLOL	ADRB1	antagonist
DALFAMPRIDINE	KCNB2	channel_blocker
RAMIPRIL	ACE	inhibitor
SORAFENIB	FLT1	inhibitor
CARBENOXOLONE	GJB6	inhibitor
NAVARIXIN	CXCR2	antagonist
DENUFOSOL TETRASODIUM	P2RY2	agonist
NONABINE	CNR1	agonist
ETALOCIB	LTB4R	antagonist
CHEMBL539934	SSTR1	agonist
CERULETIDE DIETHYLAMINE	CCKAR	agonist
AMELUBANT	LTB4R	antagonist
PROPARACAINE HYDROCHLORIDE	SCN10A	blocker
CHEMBL97424	DRD3	agonist
IDALOPIRDINE	HTR2C	antagonist
AMSACRINE	HCAR1	agonist
SU-14813	FLT1	inhibitor
MEDI-3617	ANGPT2	antibody
BAMINERCEPT	TNFSF14	inhibitor
DEXTROAMPHETAMINE	SLC18A2	inhibitor
CABAZITAXEL	TUBB	inhibitor
LOXAPINE	HRH1	antagonist
TOZASERTIB	AURKA	inhibitor
SARIZOTAN HYDROCHLORIDE	DRD3	agonist
PENTOXIFYLLINE	PDE6H	inhibitor
CHEMBL580785	CHRM4	antagonist
