name	id	type	tf	target	essential	developmental	mouse.ortholog	tumor.suppressor	proapoptotic	blood_cancer	breast_cancer	colorectal_cancer	gastric_cancer	liver_cancer	lung_cancer	nervous_system_cancer	pancreatic_cancer	prostate_cancer	sarcoma	skin_cancer
ZNF726	ENSG00000213967	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF99	ENSG00000213973	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TAX1BP3	ENSG00000213977	protein_coding	F	F	F	F	Tax1bp3	F	F	F	F	F	F	F	F	F	F	F	F	F
NAXD	ENSG00000213995	protein_coding	F	F	F	F	Naxd	F	F	F	F	F	F	F	F	F	F	F	F	F
MEF2B	ENSG00000213999	protein_coding	T	F	F	T	Mef2b	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF891	ENSG00000214029	protein_coding	F	F	F	F	Zfp78	F	F	F	F	F	F	F	F	F	F	F	F	F
IFNA7	ENSG00000214042	protein_coding	F	F	F	F	Ifna1	F	F	F	F	F	F	F	F	F	F	F	F	F
SMIM7	ENSG00000214046	protein_coding	F	F	F	F	Smim7	F	F	F	F	F	F	F	F	F	F	F	F	F
WEE2	ENSG00000214102	protein_coding	F	F	F	F	Wee2	F	F	F	F	F	F	F	F	F	F	F	F	F
MAGEB1	ENSG00000214107	protein_coding	F	F	F	F		F	F	F	F	T	F	F	F	F	F	F	F	F
FIS1	ENSG00000214253	protein_coding	F	F	T	F	Fis1	F	F	F	F	T	F	F	F	F	F	F	F	F
SCART1	ENSG00000214279	protein_coding	F	F	F	F	Cd163l1	F	F	F	F	F	F	F	F	F	F	F	F	F
NPS	ENSG00000214285	protein_coding	F	F	T	F	Nps	F	F	F	F	F	F	F	F	F	F	F	F	T
MBLAC1	ENSG00000214309	protein_coding	F	F	T	F	Mblac1	F	F	F	F	F	F	F	F	F	F	F	F	F
C3orf56	ENSG00000214324	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
FOXI3	ENSG00000214336	protein_coding	F	F	F	F	Foxi3	F	F	F	F	F	F	F	F	F	F	F	F	F
SOGA3	ENSG00000214338	protein_coding	F	F	F	F	Soga3	F	F	F	F	F	F	F	F	F	F	F	F	F
NEURL1B	ENSG00000214357	protein_coding	F	F	F	F	Neurl1b	F	F	F	F	F	F	F	F	F	F	F	F	F
EFCAB9	ENSG00000214360	protein_coding	F	F	F	F	Efcab9	F	F	F	F	F	F	F	F	F	F	F	F	F
HAUS3	ENSG00000214367	protein_coding	F	F	T	F	Haus3	F	F	T	F	F	F	F	F	F	F	F	F	F
LCNL1	ENSG00000214402	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TRIM77	ENSG00000214414	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
GNAT3	ENSG00000214415	protein_coding	F	F	F	F	Gnat3	F	F	F	F	F	F	F	F	F	F	F	F	F
AS3MT	ENSG00000214435	protein_coding	F	F	F	F	As3mt	F	F	T	F	T	F	T	F	F	F	F	F	F
FAM187A	ENSG00000214447	protein_coding	F	F	F	F	Fam187a	F	F	F	F	F	F	F	F	F	F	F	F	F
SEC14L6	ENSG00000214491	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
SPINK13	ENSG00000214510	protein_coding	F	F	F	F	Spink13	F	F	F	F	F	F	F	F	F	F	F	F	F
HIGD1C	ENSG00000214511	protein_coding	F	F	F	F	Higd1c	F	F	F	F	F	F	F	F	F	F	F	F	F
NOTO	ENSG00000214513	protein_coding	F	F	F	T	Noto	F	F	F	F	F	F	F	F	F	F	F	F	F
KRTAP2-2	ENSG00000214518	protein_coding	F	F	F	F	Gm4559	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF705E	ENSG00000214534	protein_coding	F	F	F	F	Zfp78	F	F	F	F	F	F	F	F	F	F	F	F	F
NUTM2D	ENSG00000214562	protein_coding	F	F	F	F	Nutm2	F	F	F	F	F	F	F	F	F	F	F	F	F
DEFB113	ENSG00000214642	protein_coding	F	F	F	F	Defb18	F	F	F	F	F	F	F	F	F	F	F	F	F
DEFB133	ENSG00000214643	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF727	ENSG00000214652	protein_coding	F	F	F	F	Zfp953	F	F	F	F	F	F	F	F	F	F	F	F	F
IQCF5	ENSG00000214681	protein_coding	F	F	F	F	Iqcf5	F	F	T	F	F	F	F	F	F	F	F	F	F
IQCF6	ENSG00000214686	protein_coding	F	F	F	F	Iqcf6	F	F	F	F	F	F	F	F	F	F	F	F	F
C10orf105	ENSG00000214688	protein_coding	F	F	F	F	Gm17455	F	F	F	F	F	F	F	F	F	F	F	F	F
C12orf71	ENSG00000214700	protein_coding	F	F	F	F	1700034J05Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
CAPN14	ENSG00000214711	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AL096814.1	ENSG00000214732	protein_coding	F	F	F	F	1700001C19Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
TOMM6	ENSG00000214736	protein_coding	F	F	F	F	Tomm6	F	F	F	F	F	F	F	F	F	F	F	F	F
AP004243.1	ENSG00000214782	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
FER1L6	ENSG00000214814	protein_coding	F	F	F	F	Fer1l6	F	F	F	F	F	F	F	F	F	F	F	F	F
CDRT15L2	ENSG00000214819	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
RAD51AP2	ENSG00000214842	protein_coding	F	F	F	F	Rad51ap2	F	F	F	F	F	F	F	F	F	F	F	F	F
SMTNL1	ENSG00000214872	protein_coding	F	F	F	T	Smtnl1	F	F	F	F	F	F	F	F	F	F	F	F	F
TRIM64C	ENSG00000214891	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PNMA6E	ENSG00000214897	protein_coding	F	F	F	F	Gm18336	F	F	F	F	F	F	F	F	F	F	F	F	F
NPIPA8	ENSG00000214940	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
GPR33	ENSG00000214943	protein_coding	F	F	T	F	Gpr33	F	F	F	F	F	F	F	F	F	F	F	F	F
NPIPA7	ENSG00000214967	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
GSG1L2	ENSG00000214978	protein_coding	F	F	F	F	Gsg1l2	F	F	F	F	F	F	F	F	F	F	F	F	F
GRID2IP	ENSG00000215045	protein_coding	F	F	F	F	Grid2ip	F	F	F	F	T	F	F	F	F	F	F	F	F
CXorf49	ENSG00000215115	protein_coding	F	F	F	F	4933412E24Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
C16orf90	ENSG00000215131	protein_coding	F	F	F	F	1700037C18Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
PRSS41	ENSG00000215148	protein_coding	F	F	F	F		F	F	F	F	T	F	F	F	F	F	F	F	F
NLRP2B	ENSG00000215174	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
MUC5AC	ENSG00000215182	protein_coding	F	T	F	F	Muc5ac	F	F	F	F	F	F	F	F	F	F	F	F	F
GRXCR1	ENSG00000215203	protein_coding	F	F	F	T	Grxcr1	F	F	F	F	F	F	F	F	F	F	F	F	F
C5orf49	ENSG00000215217	protein_coding	F	F	F	F	1700001L19Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
UBE2QL1	ENSG00000215218	protein_coding	F	F	F	F	Ube2ql1	T	F	F	F	F	F	F	F	F	F	F	F	F
FASTKD5	ENSG00000215251	protein_coding	F	F	F	F	Fastkd5	F	F	F	F	F	F	T	F	F	F	F	F	F
GAGE12G	ENSG00000215269	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
GAGE10	ENSG00000215274	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF705D	ENSG00000215343	protein_coding	F	F	F	F	Zfp78	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF705B	ENSG00000215356	protein_coding	F	F	F	F	Zfp78	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF705G	ENSG00000215372	protein_coding	F	F	F	F	Zfp78	F	F	F	F	F	F	F	F	F	F	F	F	F
SCRT2	ENSG00000215397	protein_coding	F	F	F	F	Scrt2	F	F	F	F	F	F	F	F	F	F	F	F	F
KRTAP10-4	ENSG00000215454	protein_coding	F	F	F	F	Krtap9-3	F	F	F	F	F	F	F	F	F	F	F	F	F
KRTAP10-1	ENSG00000215455	protein_coding	F	F	F	F	Gm4559	F	F	F	F	F	F	F	F	F	F	F	F	F
SKOR2	ENSG00000215474	protein_coding	F	F	F	F	Skor2	F	F	F	F	F	F	F	F	F	F	F	F	F
SIAH3	ENSG00000215475	protein_coding	F	F	F	T	Siah3	F	F	F	F	F	F	F	F	F	F	F	F	F
DEFB116	ENSG00000215545	protein_coding	F	F	F	F	Defb29	F	F	F	F	F	F	F	F	F	F	F	F	F
DEFB115	ENSG00000215547	protein_coding	F	F	F	F	Defb28	F	F	F	F	F	F	F	F	F	F	F	F	F
C20orf202	ENSG00000215595	protein_coding	F	F	F	F	Tmem74bos	F	F	F	F	F	F	F	F	F	F	F	F	F
HMX1	ENSG00000215612	protein_coding	F	F	F	T	Hmx1	F	F	F	F	F	F	F	F	F	F	F	F	F
GCGR	ENSG00000215644	protein_coding	F	F	F	F	Gcgr	F	F	F	F	F	F	F	F	F	F	F	F	F
RSC1A1	ENSG00000215695	protein_coding	F	F	F	F	Ddi2	F	F	F	F	T	F	T	F	F	F	F	F	F
CELA2B	ENSG00000215704	protein_coding	F	F	T	F	Cela2a	F	F	F	F	F	F	F	F	F	F	F	F	F
TMEM242	ENSG00000215712	protein_coding	F	F	F	F	Tmem242	F	F	F	F	F	F	F	F	F	F	F	F	F
FAM72D	ENSG00000215784	protein_coding	F	F	F	F	Fam72a	F	F	F	F	F	F	F	F	F	F	F	F	F
SLC35E2	ENSG00000215790	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZC3H11B	ENSG00000215817	protein_coding	F	F	F	F	Zc3h11a	F	F	F	F	F	F	F	F	F	F	F	F	F
TSTD1	ENSG00000215845	protein_coding	F	F	F	F	Tstd1	F	F	F	F	F	F	F	F	F	F	F	F	F
RPTN	ENSG00000215853	protein_coding	F	F	F	F	Rptn	F	F	F	F	F	F	F	F	F	F	F	F	F
LACTBL1	ENSG00000215906	protein_coding	F	F	F	F	Lactbl1	F	F	F	F	F	F	F	F	F	F	F	F	F
TTC34	ENSG00000215912	protein_coding	F	F	F	F	Ttc34	F	F	T	F	F	F	F	F	F	F	F	F	F
IGSF23	ENSG00000216588	protein_coding	F	F	F	F	Igsf23	F	F	F	F	F	F	F	F	F	F	F	F	F
GAGE12E	ENSG00000216649	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC131097.2	ENSG00000216921	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
SP9	ENSG00000217236	protein_coding	F	F	F	T	Sp9	F	F	F	F	F	F	F	F	F	F	F	F	F
SYCE3	ENSG00000217442	protein_coding	F	F	F	F	Syce3	F	F	T	F	F	F	F	F	F	F	F	F	F
CDC14C	ENSG00000218305	protein_coding	F	F	F	F	Cdc14b	F	F	F	F	F	F	F	F	F	F	F	F	F
TDRD15	ENSG00000218819	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PAPOLB	ENSG00000218823	protein_coding	F	F	F	F	Papolb	F	F	F	F	T	F	F	F	F	F	F	F	F
ZNF579	ENSG00000218891	protein_coding	F	F	T	F	Zfp579	F	F	F	F	F	F	F	F	F	F	F	F	F
PPP1R3G	ENSG00000219607	protein_coding	F	F	F	F	Ppp1r3g	F	F	F	F	F	F	F	F	F	F	F	F	F
LINGO3	ENSG00000220008	protein_coding	F	F	F	F	Lingo3	F	F	T	F	T	F	F	F	F	F	F	F	F
ZGLP1	ENSG00000220201	protein_coding	F	F	F	T	Zglp1	F	F	F	F	T	F	F	F	F	F	F	F	F
VAMP2	ENSG00000220205	protein_coding	F	T	F	F	Vamp2	F	F	F	F	F	F	F	F	F	F	F	F	F
TRIM51GP	ENSG00000220948	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR6B1	ENSG00000221813	protein_coding	F	F	F	F	Olfr449	F	F	F	F	F	F	F	F	F	F	F	F	F
C6orf226	ENSG00000221821	protein_coding	F	F	T	F	2310039H08Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
PPP3R1	ENSG00000221823	protein_coding	F	F	T	T	Ppp3r1	F	F	T	F	T	F	T	F	T	T	F	F	F
OR4A5	ENSG00000221840	protein_coding	F	F	F	F	Olfr1253	F	F	F	F	F	F	F	F	F	F	F	F	F
C2orf16	ENSG00000221843	protein_coding	F	F	F	F	4932415D10Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
KRTAP1-5	ENSG00000221852	protein_coding	F	F	F	F	Krtap1-5	F	F	F	F	F	F	F	F	F	F	F	F	F
TAS2R41	ENSG00000221855	protein_coding	F	F	F	F	Tas2r126	F	F	F	F	F	F	F	F	F	F	F	F	F
OR2A12	ENSG00000221858	protein_coding	F	F	F	F	Olfr446	F	F	F	F	F	F	F	F	F	F	F	F	F
KRTAP10-10	ENSG00000221859	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
KRTAP12-2	ENSG00000221864	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
MAGEA3	ENSG00000221867	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CEBPD	ENSG00000221869	protein_coding	T	F	T	F	Cebpd	T	F	F	F	F	F	F	F	F	F	F	F	F
ZNF816-ZNF321P	ENSG00000221874	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
KRTAP1-3	ENSG00000221880	protein_coding	F	F	F	F	Krtap1-5	F	F	F	F	F	F	F	F	F	F	F	F	F
ARIH2OS	ENSG00000221883	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZBED8	ENSG00000221886	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR1C1	ENSG00000221888	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
NPTXR	ENSG00000221890	protein_coding	F	F	F	F	Nptxr	F	F	T	F	F	F	F	F	F	F	F	F	F
POM121L12	ENSG00000221900	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
FAM200A	ENSG00000221909	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR2F2	ENSG00000221910	protein_coding	F	F	F	F	Olfr452	F	F	F	F	F	F	F	F	F	F	F	F	F
C19orf73	ENSG00000221916	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR6X1	ENSG00000221931	protein_coding	F	F	F	F	Olfr986	F	F	F	F	F	F	F	F	F	F	F	F	F
HEPN1	ENSG00000221932	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR2A25	ENSG00000221933	protein_coding	F	F	F	F	Olfr447	F	F	F	F	F	F	F	F	F	F	F	F	F
TAS2R40	ENSG00000221937	protein_coding	F	F	F	F	Tas2r144	F	F	F	F	F	F	F	F	F	F	F	F	F
OR2A14	ENSG00000221938	protein_coding	F	F	F	F	Olfr237	F	F	F	F	F	F	F	F	F	F	F	F	F
TIGD1	ENSG00000221944	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR4C12	ENSG00000221954	protein_coding	F	F	F	F	Olfr1259	F	F	F	F	F	F	F	F	F	F	F	F	F
APOL6	ENSG00000221963	protein_coding	F	F	F	F	Apol6	F	F	F	F	T	F	F	F	F	F	F	F	F
OR2A1	ENSG00000221970	protein_coding	F	F	F	F	Olfr47	F	F	F	F	F	F	F	F	F	F	F	F	F
OR4E2	ENSG00000221977	protein_coding	F	F	F	F	Olfr1509	F	F	F	F	F	F	F	F	F	F	F	F	F
MYBPHL	ENSG00000221986	protein_coding	F	F	F	F	Mybphl	F	F	T	F	F	F	F	F	F	F	F	F	F
OR2A2	ENSG00000221989	protein_coding	F	F	F	F	Olfr437	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF630	ENSG00000221994	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TIAF1	ENSG00000221995	protein_coding	F	F	T	F		F	F	F	F	F	F	F	F	F	F	F	F	F
OR52B4	ENSG00000221996	protein_coding	F	F	F	F	Olfr547	F	F	F	F	F	F	F	F	F	F	F	F	F
FAM185A	ENSG00000222011	protein_coding	F	F	F	F	Fam185a	F	F	F	F	F	F	F	F	F	F	F	F	F
RAB6C	ENSG00000222014	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
C21orf140	ENSG00000222018	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PSMB11	ENSG00000222028	protein_coding	F	F	F	F	Psmb11	F	F	T	F	F	F	F	F	F	F	F	F	F
POTEM	ENSG00000222036	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
POTEJ	ENSG00000222038	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
C10orf55	ENSG00000222047	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TRIM49D1	ENSG00000223417	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
USP17L2	ENSG00000223443	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
EXOSC6	ENSG00000223496	protein_coding	F	F	T	F	Exosc6	F	F	F	F	F	F	T	F	F	F	F	F	F
CDRT15	ENSG00000223510	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF844	ENSG00000223547	protein_coding	F	F	F	F	Zfp961	F	F	F	F	F	F	F	F	F	F	F	F	F
USP17L15	ENSG00000223569	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CENPVL1	ENSG00000223591	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
EBLN1	ENSG00000223601	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
HBD	ENSG00000223609	protein_coding	F	T	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF735	ENSG00000223614	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
RFPL4A	ENSG00000223638	protein_coding	F	F	F	F	Rfpl4	F	F	F	F	F	F	F	F	F	F	F	F	F
C1GALT1C1L	ENSG00000223658	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CERS1	ENSG00000223802	protein_coding	F	F	F	F	Cers1	F	F	F	F	F	F	F	F	F	F	F	F	F
CPTP	ENSG00000224051	protein_coding	F	F	F	F	Cptp	F	F	F	F	F	F	F	F	F	F	F	F	F
CT47A10	ENSG00000224089	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ETDB	ENSG00000224107	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CENPVL3	ENSG00000224109	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ADM5	ENSG00000224420	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CXorf51A	ENSG00000224440	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
GAGE12J	ENSG00000224659	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
NPIPA3	ENSG00000224712	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
GAGE12H	ENSG00000224902	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
APOC4-APOC2	ENSG00000224916	protein_coding	F	F	F	F	Apoc4	F	F	F	F	F	F	F	F	F	F	F	F	F
PRRT4	ENSG00000224940	protein_coding	F	F	F	F	Prrt4	F	F	F	F	F	F	F	F	F	F	F	F	F
PPP4R3CP	ENSG00000224960	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PNMA6F	ENSG00000225110	protein_coding	F	F	F	F	Gm18336	F	F	F	F	F	F	F	F	F	F	F	F	F
AATK-AS1	ENSG00000225180	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
USP17L3	ENSG00000225327	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CT62	ENSG00000225362	protein_coding	F	F	T	F		F	F	F	F	F	F	F	F	F	F	F	F	F
FAM236D	ENSG00000225396	protein_coding	F	F	F	F	1700011M02Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
MKRN2OS	ENSG00000225526	protein_coding	F	F	F	F	Mkrn2os	F	F	F	F	F	F	F	F	F	F	F	F	F
Z82206.1	ENSG00000225528	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
C2CD4D	ENSG00000225556	protein_coding	F	F	F	F	C2cd4d	F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF469	ENSG00000225614	protein_coding	F	F	F	F	Zfp469	F	F	F	F	F	F	F	F	F	F	F	F	F
IGHV3-72	ENSG00000225698	protein_coding	F	F	F	F	Ighv7-4	F	F	F	F	F	F	F	F	F	F	F	F	F
OR6V1	ENSG00000225781	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
DEFB131B	ENSG00000225805	protein_coding	F	F	F	F	Defb43	F	F	F	F	F	F	F	F	F	F	F	F	F
FRG2B	ENSG00000225899	protein_coding	F	F	F	F	Frg2f1	F	F	F	F	F	F	F	F	F	F	F	F	F
CTAGE4	ENSG00000225932	protein_coding	F	F	T	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ELFN1	ENSG00000225968	protein_coding	F	F	F	F	Elfn1	F	F	T	F	F	F	F	F	F	F	F	F	F
PIGBOS1	ENSG00000225973	protein_coding	F	F	F	F	Pigbos1	F	F	F	F	F	F	F	F	F	F	F	F	F
CT47A6	ENSG00000226023	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TEX22	ENSG00000226174	protein_coding	F	F	F	F	Tex22	F	F	F	F	F	F	F	F	F	F	F	F	F
OR52I2	ENSG00000226288	protein_coding	F	F	F	F	Olfr556	F	F	F	F	F	F	F	F	F	F	F	F	F
DCAF8L1	ENSG00000226372	protein_coding	F	F	F	F	Dcaf8l	F	F	F	F	F	F	F	F	F	F	F	F	F
USP17L7	ENSG00000226430	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TMEM185B	ENSG00000226479	protein_coding	F	F	T	F	Tmem185b	F	F	F	F	F	F	F	F	F	F	F	F	F
AC138647.1	ENSG00000226490	protein_coding	F	F	F	F	Gm6569	F	F	F	F	F	F	F	F	F	F	F	F	F
CT47A9	ENSG00000226600	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
KIF4B	ENSG00000226650	protein_coding	F	F	F	T		F	F	F	F	F	F	F	F	F	F	F	F	F
CT47A12	ENSG00000226685	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
AC013470.2	ENSG00000226690	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TAS2R46	ENSG00000226761	protein_coding	F	F	F	F	Tas2r136	F	F	F	F	F	F	F	F	F	F	F	F	F
SRRM5	ENSG00000226763	protein_coding	F	F	F	F	Gm50092	F	F	F	F	F	F	F	F	F	F	F	F	F
PGAM4	ENSG00000226784	protein_coding	F	F	F	F	Pgam1	F	F	F	F	F	F	F	F	F	F	F	F	F
MROH5	ENSG00000226807	protein_coding	F	F	F	F	Mroh5	F	F	F	F	F	F	F	F	F	F	F	F	F
ERVMER34-1	ENSG00000226887	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
CT47A11	ENSG00000226929	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
RBMY1J	ENSG00000226941	protein_coding	F	F	F	F	Gm29289	F	F	F	F	F	F	F	F	F	F	F	F	F
C14orf132	ENSG00000227051	protein_coding	F	F	F	F	D430019H16Rik	F	F	F	F	F	F	F	F	F	F	F	F	F
WDR46	ENSG00000227057	protein_coding	F	F	F	F	Wdr46	F	F	F	F	F	F	F	F	F	F	F	F	F
ANHX	ENSG00000227059	protein_coding	F	F	T	F		F	F	F	F	F	F	F	F	F	F	F	F	F
ZNF717	ENSG00000227124	protein_coding	F	F	T	F		F	F	F	F	F	F	F	F	F	F	F	F	F
USP17L5	ENSG00000227140	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PRR20D	ENSG00000227151	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
SPANXB1	ENSG00000227234	protein_coding	F	F	F	T		F	F	F	F	F	F	F	F	F	F	F	F	F
KLLN	ENSG00000227268	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
GAGE12D	ENSG00000227488	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
USP17L12	ENSG00000227551	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
TEX46	ENSG00000227868	protein_coding	F	F	F	F	Tex46	F	F	F	F	F	F	F	F	F	F	F	F	F
POLR2J2	ENSG00000228049	protein_coding	F	F	T	F	Polr2j	F	F	F	F	F	F	F	F	F	F	F	F	F
BOD1L2	ENSG00000228075	protein_coding	F	F	F	F	Bod1	F	F	F	F	F	F	F	F	F	F	F	F	F
IFNA14	ENSG00000228083	protein_coding	F	F	F	F	Ifna1	F	F	F	F	F	F	F	F	F	F	F	F	F
OR2M3	ENSG00000228198	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
MT-ATP8	ENSG00000228253	protein_coding	F	F	F	F	mt-Atp8	F	F	F	F	F	F	F	F	F	F	F	F	F
ORM2	ENSG00000228278	protein_coding	F	F	F	F	Orm2	F	F	F	F	F	F	F	F	F	F	F	F	F
OST4	ENSG00000228474	protein_coding	F	F	F	F	Ost4	F	F	F	F	F	F	F	F	F	F	F	F	F
CT47A7	ENSG00000228517	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
VN1R4	ENSG00000228567	protein_coding	F	F	F	F	Vmn1r237	F	F	F	F	F	F	F	F	F	F	F	F	F
NUTM2E	ENSG00000228570	protein_coding	F	F	F	F	Nutm2	F	F	F	F	F	F	F	F	F	F	F	F	F
FNDC10	ENSG00000228594	protein_coding	F	F	F	F	Fndc10	F	F	F	F	F	F	F	F	F	F	F	F	F
CLDN25	ENSG00000228607	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
PROB1	ENSG00000228672	protein_coding	F	F	F	F	Prob1	F	F	F	F	T	F	F	F	F	F	F	F	F
CT45A5	ENSG00000228836	protein_coding	F	F	F	F	Gm648	F	F	F	F	F	F	F	F	F	F	F	F	F
USP17L30	ENSG00000228856	protein_coding	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F
RFPL4AL1	ENSG00000229292	protein_coding	F	F	F	F	Rfpl4	F	F	F	F	F	F	F	F	F	F	F	F	F
SPINK8	ENSG00000229453	protein_coding	F	F	F	F	Spink8	F	F	F	F	F	F	F	F	F	F	F	F	F
